Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
TBCEL	TBCEL	3018.19420548307	0.0454694185410335	0.0790916398812196	0.574895382234074	0.565362053154893	0.917911724099103	ENSG00000154114	protein_coding	chr11	121024072	121090775	chr11:121024072	TBCEL	protein_coding	chr11	121024072	121090776	chr11:121024072	ENSG00000154114
TBCK	TBCK	2720.41552879018	0.0567764915176802	0.094790388842431	0.598968863943149	0.549193647807253	0.913580543727754	ENSG00000145348	protein_coding	chr4	106041599	106321495	chr4:106041599	TBCK	protein_coding	chr4	106041599	106316683	chr4:106041599	ENSG00000145348
TBK1	TBK1	3179.98167330716	-0.0296501018161271	0.0443179048352104	-0.669032119780406	0.503474988936246	0.897572001186069	ENSG00000183735	protein_coding	chr12	64451880	64502108	chr12:64451880	TBK1	protein_coding	chr12	64452090	64502114	chr12:64452090	ENSG00000183735
TBKBP1	TBKBP1	700.783818041616	-0.0526705544837995	0.10655837909198	-0.494288247743847	0.621102623766623	0.93159647852344	ENSG00000198933	protein_coding	chr17	47694081	47712050	chr17:47694081	TBKBP1	protein_coding	chr17	47694161	47712052	chr17:47694161	ENSG00000198933
TBL1X	TBL1X	4438.13082247183	-0.0346658447612755	0.0613971584134042	-0.564616435957193	0.572334683459077	0.919871245326419	ENSG00000101849	protein_coding	chrX	9463295	9719743	chrX:9463295	TBL1X	protein_coding	chrX	9463320	9741037	chrX:9463320	ENSG00000101849
TBL1XR1	TBL1XR1	7489.66717412322	0.0435530167587147	0.0842922892458902	0.51669040132088	0.605372297676743	0.928498719574014	ENSG00000177565	protein_coding	chr3	177019355	177197396	chr3:177019355	TBL1XR1	protein_coding	chr3	177019340	177228000	chr3:177019340	ENSG00000177565
TBL2	TBL2	3105.27825593897	-0.0392936315220712	0.037843209454641	-1.03832714213018	0.29911777651153	0.817341898936936	ENSG00000106638	protein_coding	chr7	73568932	73578791	chr7:73568932	TBL2	protein_coding	chr7	73567537	73578791	chr7:73567537	ENSG00000106638
TBL3	TBL3	1590.18393385691	-0.210571365011916	0.0986494580555979	-2.13454152878609	0.0327984779657766	0.461050979763567	ENSG00000183751	protein_coding	chr16	1972037	1982933	chr16:1972037	TBL3	protein_coding	chr16	1972053	1982929	chr16:1972053	ENSG00000183751
TBP	TBP	715.335195114811	0.00405431777590409	0.0553533027888055	0.0732443697419989	0.941611659233935	0.991939961863874	ENSG00000112592	protein_coding	chr6	170554302	170572870	chr6:170554302	TBP	protein_coding	chr6	170554302	170572870	chr6:170554302	ENSG00000112592
TBPL1	TBPL1	1239.76699676209	-0.109929274695271	0.05999018286388	-1.83245440249291	0.0668837492020593	0.575078034996019	ENSG00000028839	protein_coding	chr6	133952170	133990432	chr6:133952170	TBPL1	protein_coding	chr6	133952170	133990432	chr6:133952170	ENSG00000028839
TBRG1	TBRG1	2755.84745205363	0.103109048431516	0.0705343809911016	1.46182679967836	0.14378867817177	0.693827331169892	ENSG00000154144	protein_coding	chr11	124622836	124635398	chr11:124622836	TBRG1	protein_coding	chr11	124622836	124635926	chr11:124622836	ENSG00000154144
TBRG4	TBRG4	2424.90385797137	-0.0383483172091299	0.0875149175830945	-0.438191776535909	0.661247269315786	0.94434002558338	ENSG00000136270	protein_coding	chr7	45100100	45112047	chr7:45100100	TBRG4	protein_coding	chr7	45100100	45112047	chr7:45100100	ENSG00000136270
TBX1	TBX1	245.932345439828	-0.245921212141779	0.346322159038142	-0.710093783270435	0.477645981181151	0.88996421532912	ENSG00000184058	protein_coding	chr22	19756703	19783593	chr22:19756703	TBX1	protein_coding	chr22	19756703	19783593	chr22:19756703	ENSG00000184058
TBX15	TBX15	4245.08986366231	0.0976712397925374	0.11388680424583	0.857616827861016	0.391104079857323	0.863721459910844	ENSG00000092607	protein_coding	chr1	118883046	118989556	chr1:118883046	TBX15	protein_coding	chr1	118883046	118989556	chr1:118883046	ENSG00000092607
TBX18	TBX18	1988.67639463455	0.0479005053365136	0.062713294757402	0.763801447871783	0.444985573880851	0.881165206942058	ENSG00000112837	protein_coding	chr6	84687351	84764519	chr6:84687351	TBX18	protein_coding	chr6	84687351	84764598	chr6:84687351	ENSG00000112837
TBX2	TBX2	429.262780391514	0.017907073633675	0.216862414138958	0.0825734311995656	0.934190727941359	0.991029273543374	ENSG00000121068	protein_coding	chr17	61399896	61409466	chr17:61399896	TBX2	protein_coding	chr17	61399843	61409466	chr17:61399843	ENSG00000121068
TBX3	TBX3	5769.81203509841	-0.133288078918208	0.163277536127477	-0.816328333213856	0.414312373626959	0.872758022443527	ENSG00000135111	protein_coding	chr12	114670254	114684164	chr12:114670254	TBX3	protein_coding	chr12	114670255	114684175	chr12:114670255	ENSG00000135111
TBX5	TBX5	1697.55462888694	0.0662905688335342	0.139654973587085	0.474673884723461	0.635019434757172	0.935686490867482	ENSG00000089225	protein_coding	chr12	114353931	114408442	chr12:114353931	TBX5	protein_coding	chr12	114353911	114408442	chr12:114353911	ENSG00000089225
TBX5-AS1	TBX5-AS1	2182.10345559981	0.140760703727114	0.141899594424993	0.991973967913769	0.321210224367529	0.830354996995054	ENSG00000255399	antisense	chr12	114408191	114412831	chr12:114408191	TBX5-AS1	lncRNA	chr12	114408131	114412832	chr12:114408131	ENSG00000255399
TBXA2R	TBXA2R	210.265143622489	-0.0591715310913511	0.114521513364666	-0.516684851194147	0.605376172679438	0.928498719574014	ENSG00000006638	protein_coding	chr19	3594506	3606840	chr19:3594506	TBXA2R	protein_coding	chr19	3594507	3606875	chr19:3594507	ENSG00000006638
TCAF1	TCAF1	8419.97006063088	0.0511191738149497	0.0586743859862951	0.871234917173056	0.383625898300641	0.860098220071666	ENSG00000198420	protein_coding	chr7	143851375	143902198	chr7:143851375	TCAF1	protein_coding	chr7	143851375	143902198	chr7:143851375	ENSG00000198420
TCAF2	TCAF2	369.193279010068	0.0797688087652304	0.187578610444409	0.425255356014436	0.670650534460835	0.947213350432421	ENSG00000170379	protein_coding	chr7	143620950	143730409	chr7:143620950	TCAF2	protein_coding	chr7	143620952	143730410	chr7:143620952	ENSG00000170379
TCAIM	TCAIM	1351.19204410359	-0.13062826315819	0.0627430444360097	-2.08195608505123	0.0373464811497311	0.481202534880385	ENSG00000179152	protein_coding	chr3	44338119	44409451	chr3:44338119	TCAIM	protein_coding	chr3	44338119	44409451	chr3:44338119	ENSG00000179152
TCEA1	TCEA1	11302.8299509928	-0.00494104649330557	0.094510639427182	-0.0522803202184715	0.958305334060171	0.99414628797391	ENSG00000187735	protein_coding	chr8	53966552	54022529	chr8:53966552	TCEA1	protein_coding	chr8	53966552	54022456	chr8:53966552	ENSG00000187735
TCEA2	TCEA2	845.448149899145	0.0904642531808151	0.117163838188935	0.772117528575113	0.440044821358838	0.880250068477478	ENSG00000171703	protein_coding	chr20	64049836	64072347	chr20:64049836	TCEA2	protein_coding	chr20	64049836	64072347	chr20:64049836	ENSG00000171703
TCEA3	TCEA3	886.466496951792	0.117655481932007	0.187917185274511	0.626102832266965	0.531247494628349	0.908233802770989	ENSG00000204219	protein_coding	chr1	23381061	23424740	chr1:23381061	TCEA3	protein_coding	chr1	23380909	23424748	chr1:23380909	ENSG00000204219
TCEAL1	TCEAL1	788.055767413744	0.0114106647875965	0.0974340002382321	0.117111734709616	0.90677151077438	0.987566076734511	ENSG00000172465	protein_coding	chrX	103628704	103630953	chrX:103628704	TCEAL1	protein_coding	chrX	103628704	103630953	chrX:103628704	ENSG00000172465
TCEAL3	TCEAL3	2192.98125660603	0.0591806805974011	0.109436235771104	0.54077774313421	0.588660785433856	0.923911014073002	ENSG00000196507	protein_coding	chrX	103607451	103629690	chrX:103607451	TCEAL3	protein_coding	chrX	103607451	103629690	chrX:103607451	ENSG00000196507
TCEAL4	TCEAL4	4813.90659459134	-0.0780233765569018	0.08180183044884	-0.953809665734787	0.340179995835141	0.840559772542036	ENSG00000133142	protein_coding	chrX	103576231	103587736	chrX:103576231	TCEAL4	protein_coding	chrX	103576231	103587729	chrX:103576231	ENSG00000133142
TCEAL7	TCEAL7	302.064487568051	0.260097307438092	0.192001204322026	1.35466497908969	0.175524320524146	0.730209319693664	ENSG00000182916	protein_coding	chrX	103330196	103332326	chrX:103330196	TCEAL7	protein_coding	chrX	103330229	103332326	chrX:103330229	ENSG00000182916
TCEAL8	TCEAL8	4318.16998488408	-0.0363838607330884	0.0682392015369775	-0.533181220084656	0.593908140241707	0.925964978735308	ENSG00000180964	protein_coding	chrX	103252995	103255203	chrX:103252995	TCEAL8	protein_coding	chrX	103252995	103255192	chrX:103252995	ENSG00000180964
TCEANC	TCEANC	132.720991381295	-0.0381904410704459	0.142358097501251	-0.268270240617048	0.78849131143666	0.970861866080577	ENSG00000176896	protein_coding	chrX	13653189	13681964	chrX:13653189	TCEANC	protein_coding	chrX	13653112	13681964	chrX:13653112	ENSG00000176896
TCEANC2	TCEANC2	867.923589784629	0.038957886331346	0.0623371847981388	0.624954214045757	0.532001108853539	0.908233802770989	ENSG00000116205	protein_coding	chr1	54053587	54112519	chr1:54053587	TCEANC2	protein_coding	chr1	54053584	54112519	chr1:54053584	ENSG00000116205
TCEB1	TCEB1	3252.42641381336	-0.11496669139798	0.0748248773644731	-1.53647684363016	0.124421472844948	0.671094195762866	ENSG00000154582	protein_coding	chr8	73939169	73972287	chr8:73939169	ELOC	protein_coding	chr8	73939169	73972307	chr8:73939169	ENSG00000154582
TCEB2	TCEB2	4261.26248955774	0.0214254313033302	0.0894002784087273	0.239657321931098	0.810595922949913	0.973034687751103	ENSG00000103363	protein_coding	chr16	2771414	2777297	chr16:2771414	ELOB	protein_coding	chr16	2771414	2777289	chr16:2771414	ENSG00000103363
TCEB3	TCEB3	6151.73048489335	-0.104066553918385	0.0628027029122557	-1.65703941220143	0.0975115071457863	0.631603421108686	ENSG00000011007	protein_coding	chr1	23743155	23762059	chr1:23743155	ELOA	protein_coding	chr1	23743448	23762059	chr1:23743448	ENSG00000011007
TCEB3-AS1	TCEB3-AS1	119.676743110719	-0.121238851986224	0.110601469877163	-1.09617758354275	0.273001067540516	0.798731326782564	ENSG00000236810	antisense	chr1	23760382	23778287	chr1:23760382	ELOA-AS1	lncRNA	chr1	23706901	23778325	chr1:23706901	ENSG00000236810
TCERG1	TCERG1	3639.33572751375	0.023237676650354	0.0722420496670153	0.321664138233386	0.74770714858995	0.963948217946817	ENSG00000113649	protein_coding	chr5	146447311	146511961	chr5:146447311	TCERG1	protein_coding	chr5	146447311	146511961	chr5:146447311	ENSG00000113649
TCF12	TCF12	13540.3748382632	-0.0954914131448487	0.0727130870017294	-1.31326308760041	0.189094312139088	0.74162028119071	ENSG00000140262	protein_coding	chr15	56918623	57299281	chr15:56918623	TCF12	protein_coding	chr15	56918623	57299281	chr15:56918623	ENSG00000140262
TCF19	TCF19	3516.95917811396	0.103518712420246	0.247803858392239	0.417744554470939	0.676133893072442	0.949284185367694	ENSG00000137310	protein_coding	chr6	31158542	31167159	chr6:31158542	TCF19	protein_coding	chr6	31158547	31167159	chr6:31158547	ENSG00000137310
TCF20	TCF20	2557.38717505977	0.0628588207904347	0.0541840761958851	1.16009767451214	0.246009040883469	0.783232469760778	ENSG00000100207	protein_coding	chr22	42160013	42343616	chr22:42160013	TCF20	protein_coding	chr22	42160013	42343616	chr22:42160013	ENSG00000100207
TCF25	TCF25	6442.24920247212	-0.0728439586838333	0.0491350465354274	-1.48252548476394	0.138200527728084	0.685904364718474	ENSG00000141002	protein_coding	chr16	89873586	89911384	chr16:89873586	TCF25	protein_coding	chr16	89873570	89913627	chr16:89873570	ENSG00000141002
TCF3	TCF3	5071.41249756054	-0.118355722598596	0.0675811666589744	-1.75131221388702	0.0798921449842139	0.599571526167243	ENSG00000071564	protein_coding	chr19	1609290	1652605	chr19:1609290	TCF3	protein_coding	chr19	1609291	1652615	chr19:1609291	ENSG00000071564
TCF4	TCF4	11182.0010072113	0.00897431877279352	0.0801508170665778	0.111967901279646	0.910848857560646	0.987762496231735	ENSG00000196628	protein_coding	chr18	55222331	55664787	chr18:55222331	TCF4	protein_coding	chr18	55222185	55664787	chr18:55222185	ENSG00000196628
TCF7	TCF7	1102.52801715295	-0.293440390518605	0.174023391744486	-1.68621233948512	0.0917549080325775	0.623736166712568	ENSG00000081059	protein_coding	chr5	134114711	134151865	chr5:134114711	TCF7	protein_coding	chr5	134114681	134151865	chr5:134114681	ENSG00000081059
TCF7L1	TCF7L1	1036.06006013289	-0.241398493863501	0.153091248834244	-1.57682751758638	0.114835218099808	0.658178577554593	ENSG00000152284	protein_coding	chr2	85133410	85310388	chr2:85133410	TCF7L1	protein_coding	chr2	85133392	85310387	chr2:85133392	ENSG00000152284
TCF7L2	TCF7L2	2326.96033278965	0.0425608012533757	0.123156787779071	0.3455822616105	0.729656678716262	0.961673101380101	ENSG00000148737	protein_coding	chr10	112950250	113167678	chr10:112950250	TCF7L2	protein_coding	chr10	112950247	113167678	chr10:112950247	ENSG00000148737
TCFL5	TCFL5	1203.44404216565	0.0330438746718649	0.0555273271662959	0.595092116948174	0.551781897724554	0.914393817258332	ENSG00000101190	protein_coding	chr20	62841115	62861763	chr20:62841115	TCFL5	protein_coding	chr20	62841005	62861822	chr20:62841005	ENSG00000101190
TCHP	TCHP	1476.3392256726	0.0373068144752227	0.104419847762423	0.357277043346239	0.720884414162371	0.959171776912062	ENSG00000139437	protein_coding	chr12	109900264	109983841	chr12:109900264	TCHP	protein_coding	chr12	109900264	109983841	chr12:109900264	ENSG00000139437
TCIRG1	TCIRG1	2677.1985240454	-0.105768475265301	0.0923223104220855	-1.14564372123857	0.251942598979233	0.786593898455555	ENSG00000110719	protein_coding	chr11	68039016	68050895	chr11:68039016	TCIRG1	protein_coding	chr11	68039025	68050895	chr11:68039025	ENSG00000110719
TCN2	TCN2	237.592824754244	-0.0331706022399324	0.186621066876851	-0.177743074750619	0.858924755072737	0.980542779134001	ENSG00000185339	protein_coding	chr22	30606838	30627278	chr22:30606838	TCN2	protein_coding	chr22	30607003	30627271	chr22:30607003	ENSG00000185339
TCOF1	TCOF1	3498.22729724527	0.045534565155864	0.122551093529502	0.371555763759076	0.710223630089846	0.957039513979895	ENSG00000070814	protein_coding	chr5	150357639	150400308	chr5:150357639	TCOF1	protein_coding	chr5	150357629	150400308	chr5:150357629	ENSG00000070814
TCP1	TCP1	15074.3290119598	-0.0478227438474309	0.0943492686237217	-0.506869258713121	0.612246556667666	0.929543772730438	ENSG00000120438	protein_coding	chr6	159778498	159789749	chr6:159778498	TCP1	protein_coding	chr6	159778498	159789703	chr6:159778498	ENSG00000120438
TCP11L1	TCP11L1	1930.7581144409	-0.0290790119450229	0.0510503998891727	-0.56961379358735	0.568939670889007	0.918919699816675	ENSG00000176148	protein_coding	chr11	33039417	33105943	chr11:33039417	TCP11L1	protein_coding	chr11	33039417	33105943	chr11:33039417	ENSG00000176148
TCP11L2	TCP11L2	572.079908408252	0.193989889398045	0.205755737269003	0.942816428707524	0.345774807000078	0.843164074621497	ENSG00000166046	protein_coding	chr12	106301929	106347015	chr12:106301929	TCP11L2	protein_coding	chr12	106301929	106347003	chr12:106301929	ENSG00000166046
TCTA	TCTA	2814.08275386583	0.0942417260950007	0.0774945501905895	1.21610778904095	0.22394386378849	0.767480426493053	ENSG00000145022	protein_coding	chr3	49412206	49416475	chr3:49412206	TCTA	protein_coding	chr3	49412212	49416476	chr3:49412212	ENSG00000145022
TCTEX1D1	TCTEX1D1	91.4596664302452	0.0270942549691981	0.212710094237433	0.127376441942406	0.898642460954757	0.98570967617076	ENSG00000152760	protein_coding	chr1	66752459	66778787	chr1:66752459	DYNLT5	protein_coding	chr1	66752459	66779047	chr1:66752459	ENSG00000152760
TCTEX1D2	TCTEX1D2	309.798956127334	0.0209852276832806	0.0817910748851113	0.256571119926688	0.797509871785646	0.97171461275394	ENSG00000213123	protein_coding	chr3	196291219	196318299	chr3:196291219	DYNLT2B	protein_coding	chr3	196291219	196318299	chr3:196291219	ENSG00000213123
TCTN1	TCTN1	1597.51288546956	0.244434662257413	0.106766986526411	2.28942176050784	0.022054859000785	0.398937054420255	ENSG00000204852	protein_coding	chr12	110614027	110649430	chr12:110614027	TCTN1	protein_coding	chr12	110614027	110663431	chr12:110614027	ENSG00000204852
TCTN2	TCTN2	747.128591240703	0.0639458552716553	0.0654581468302296	0.976896816793538	0.328620237865315	0.834623581342582	ENSG00000168778	protein_coding	chr12	123671113	123708403	chr12:123671113	TCTN2	protein_coding	chr12	123671110	123708399	chr12:123671110	ENSG00000168778
TCTN3	TCTN3	3662.13157707759	-0.0229409508986052	0.0673408048646423	-0.340669389751391	0.733352485091654	0.962545855337797	ENSG00000119977	protein_coding	chr10	95663396	95694143	chr10:95663396	TCTN3	protein_coding	chr10	95659823	95694143	chr10:95659823	ENSG00000119977
TDG	TDG	2357.04361385325	-0.112274288938689	0.0641432200000859	-1.75036876755701	0.080054701704899	0.599997398408335	ENSG00000139372	protein_coding	chr12	103965804	103988874	chr12:103965804	TDG	protein_coding	chr12	103965822	103988874	chr12:103965822	ENSG00000139372
TDP1	TDP1	1232.59412940564	0.0669258497447832	0.126023702637433	0.531057637128207	0.595378839105589	0.926622450770013	ENSG00000042088	protein_coding	chr14	89954939	90044768	chr14:89954939	TDP1	protein_coding	chr14	89954939	90044764	chr14:89954939	ENSG00000042088
TDP2	TDP2	2695.72677562082	-0.0788509388314194	0.03836369750446	-2.05535294981024	0.039844926461891	0.491450208160757	ENSG00000111802	protein_coding	chr6	24649977	24667033	chr6:24649977	TDP2	protein_coding	chr6	24649979	24666930	chr6:24649979	ENSG00000111802
TDRD3	TDRD3	979.804851923345	0.0695009136190508	0.0520614171731099	1.33497928778912	0.181883125476254	0.736746974619335	ENSG00000083544	protein_coding	chr13	60396457	60573878	chr13:60396457	TDRD3	protein_coding	chr13	60396457	60573878	chr13:60396457	ENSG00000083544
TDRD7	TDRD7	959.703300557397	0.0793447313776214	0.100826074058094	0.786946552455314	0.43131315451145	0.877396175142771	ENSG00000196116	protein_coding	chr9	97411950	97496125	chr9:97411950	TDRD7	protein_coding	chr9	97412096	97496125	chr9:97412096	ENSG00000196116
TDRKH	TDRKH	127.329699351781	-0.211007343572294	0.11685035090288	-1.8057912701321	0.0709509496016351	0.584809851903622	ENSG00000182134	protein_coding	chr1	151770107	151791416	chr1:151770107	TDRKH	protein_coding	chr1	151770107	151791416	chr1:151770107	ENSG00000182134
TDRP	TDRP	114.872921597724	0.256843319387481	0.214547464107695	1.19713985180712	0.231252049130877	0.773094715679344	ENSG00000180190	protein_coding	chr8	489792	545781	chr8:489792	TDRP	protein_coding	chr8	489803	545781	chr8:489803	ENSG00000180190
TEAD1	TEAD1	25674.3873198595	0.0582653183149596	0.0723075537007782	0.805798500058129	0.420359043068882	0.874720804809861	ENSG00000187079	protein_coding	chr11	12674591	12944483	chr11:12674591	TEAD1	protein_coding	chr11	12674421	12944737	chr11:12674421	ENSG00000187079
TEAD2	TEAD2	2418.59398203272	-0.160877774176349	0.0783487105669009	-2.05335573505039	0.0400380890325439	0.491450208160757	ENSG00000074219	protein_coding	chr19	49340595	49362457	chr19:49340595	TEAD2	protein_coding	chr19	49340595	49362457	chr19:49340595	ENSG00000074219
TEAD3	TEAD3	2357.8825706394	-0.035433651797232	0.089118957729561	-0.397599486124584	0.690925439373	0.953434322548585	ENSG00000007866	protein_coding	chr6	35473597	35497076	chr6:35473597	TEAD3	protein_coding	chr6	35473597	35497079	chr6:35473597	ENSG00000007866
TEAD4	TEAD4	851.488404307567	-0.121597641970185	0.111186874338038	-1.09363306320219	0.274115942247703	0.799407905518923	ENSG00000197905	protein_coding	chr12	2959330	3040673	chr12:2959330	TEAD4	protein_coding	chr12	2959330	3040676	chr12:2959330	ENSG00000197905
TECPR1	TECPR1	1406.76980088616	-0.114409893334747	0.059576378580039	-1.92039019594051	0.0548086309988105	0.538294410343515	ENSG00000205356	protein_coding	chr7	98214624	98252251	chr7:98214624	TECPR1	protein_coding	chr7	98214624	98252232	chr7:98214624	ENSG00000205356
TECPR2	TECPR2	1955.60006446251	-0.0172049948912744	0.0549640188669354	-0.31302286925064	0.754263287472704	0.965668260776726	ENSG00000196663	protein_coding	chr14	102362963	102502481	chr14:102362963	TECPR2	protein_coding	chr14	102362941	102502477	chr14:102362941	ENSG00000196663
TECR	TECR	2547.64275725899	-0.0322912136509537	0.0702989372726199	-0.459341419710629	0.645989008221143	0.940728043759002	ENSG00000099797	protein_coding	chr19	14517085	14565980	chr19:14517085	TECR	protein_coding	chr19	14517085	14565980	chr19:14517085	ENSG00000099797
TEF	TEF	1593.00697272567	-5.44553943368035e-05	0.0932843357925341	-0.000583757110710561	0.999534229240559	0.999824243524395	ENSG00000167074	protein_coding	chr22	41367333	41399326	chr22:41367333	TEF	protein_coding	chr22	41367333	41399326	chr22:41367333	ENSG00000167074
TEFM	TEFM	572.128831417858	-0.0905024132467436	0.0566863696283874	-1.59654629216936	0.110366879004258	0.651124565868926	ENSG00000172171	protein_coding	chr17	30897336	30906820	chr17:30897336	TEFM	protein_coding	chr17	30897336	30906238	chr17:30897336	ENSG00000172171
TEK	TEK	458.454144028414	-0.394391842921933	0.190335542127703	-2.07208721247302	0.0382573086524498	0.487348223166706	ENSG00000120156	protein_coding	chr9	27109141	27230175	chr9:27109141	TEK	protein_coding	chr9	27109141	27230174	chr9:27109141	ENSG00000120156
TELO2	TELO2	1485.37010079704	-0.219716957412047	0.156552504608628	-1.40347136547784	0.160476324931712	0.712596528999618	ENSG00000100726	protein_coding	chr16	1493344	1510457	chr16:1493344	TELO2	protein_coding	chr16	1493344	1510457	chr16:1493344	ENSG00000100726
TEN1	TEN1	595.070453247727	0.00475039566698787	0.0905450783532347	0.0524644271492661	0.958158639302774	0.99414628797391	ENSG00000257949	protein_coding	chr17	75979220	76000586	chr17:75979220	TEN1	protein_coding	chr17	75979240	76000586	chr17:75979240	ENSG00000257949
TENM2	TENM2	17177.9525561641	0.196673055071607	0.14414431335186	1.36441771789861	0.172436134660372	0.726851382230332	ENSG00000145934	protein_coding	chr5	167284799	168264157	chr5:167284799	TENM2	protein_coding	chr5	166979029	168264157	chr5:166979029	ENSG00000145934
TENM3	TENM3	12207.6867400327	-0.084566427201365	0.25475957858861	-0.331946016200333	0.739930022609885	0.963177034740913	ENSG00000218336	protein_coding	chr4	182143987	182803024	chr4:182143987	TENM3	protein_coding	chr4	182143987	182803024	chr4:182143987	ENSG00000218336
TENM4	TENM4	1495.10446108345	0.138218084375168	0.165214701318193	0.8365967633169	0.402819265548316	0.868220955284664	ENSG00000149256	protein_coding	chr11	78652831	79440948	chr11:78652831	TENM4	protein_coding	chr11	78652829	79441030	chr11:78652829	ENSG00000149256
TEP1	TEP1	1083.44320276553	-0.00188813380249321	0.107751150029443	-0.0175230965235849	0.986019307312748	0.998149783684258	ENSG00000129566	protein_coding	chr14	20365667	20413429	chr14:20365667	TEP1	protein_coding	chr14	20365667	20413501	chr14:20365667	ENSG00000129566
TERF1	TERF1	2003.80665823981	-0.00141288565991899	0.0372827488378178	-0.0378964991574287	0.969770204313486	0.995209757580128	ENSG00000147601	protein_coding	chr8	73008864	73048122	chr8:73008864	TERF1	protein_coding	chr8	73008856	73048123	chr8:73008856	ENSG00000147601
TERF2	TERF2	1399.18331694844	0.00500834050581543	0.0295608971957347	0.169424509433972	0.865462746431361	0.980901481400936	ENSG00000132604	protein_coding	chr16	69355561	69408571	chr16:69355561	TERF2	protein_coding	chr16	69355567	69408571	chr16:69355567	ENSG00000132604
TERF2IP	TERF2IP	4396.55404825423	-0.0890855239094696	0.0504563327810068	-1.76559648708762	0.077463569807187	0.596927809569701	ENSG00000166848	protein_coding	chr16	75647786	75761872	chr16:75647786	TERF2IP	protein_coding	chr16	75647773	75761872	chr16:75647773	ENSG00000166848
TES	TES	2803.23431168156	0.0631804983967922	0.164064060895875	0.385096516883673	0.700165908518199	0.956407768987613	ENSG00000135269	protein_coding	chr7	116210493	116258783	chr7:116210493	TES	protein_coding	chr7	116210506	116258783	chr7:116210506	ENSG00000135269
TESK1	TESK1	1800.76484240576	0.0360230218982802	0.0765293667346594	0.470708480094684	0.637848927807962	0.937083988540795	ENSG00000107140	protein_coding	chr9	35605305	35610041	chr9:35605305	TESK1	protein_coding	chr9	35605262	35610041	chr9:35605262	ENSG00000107140
TESK2	TESK2	156.429734059493	0.161244836926004	0.118771341030561	1.35760727736932	0.174588332545006	0.729457084016251	ENSG00000070759	protein_coding	chr1	45343883	45491166	chr1:45343883	TESK2	protein_coding	chr1	45343883	45491163	chr1:45343883	ENSG00000070759
TET1	TET1	340.926728338149	-0.12758674135789	0.15546774144146	-0.820663760693608	0.411837818294966	0.872410766378331	ENSG00000138336	protein_coding	chr10	68560656	68694482	chr10:68560656	TET1	protein_coding	chr10	68560337	68694487	chr10:68560337	ENSG00000138336
TET2	TET2	1396.63735916273	-0.0493226719298828	0.0792584026168725	-0.62230211941444	0.533743227835075	0.908233802770989	ENSG00000168769	protein_coding	chr4	105145875	105279816	chr4:105145875	TET2	protein_coding	chr4	105145875	105279816	chr4:105145875	ENSG00000168769
TET3	TET3	950.474332199592	0.237872725074047	0.194856092255833	1.22076103610729	0.22217651043785	0.765879792901862	ENSG00000187605	protein_coding	chr2	73986404	74108176	chr2:73986404	TET3	protein_coding	chr2	73984910	74108176	chr2:73984910	ENSG00000187605
TEX10	TEX10	2334.13938563263	-0.0479017299862611	0.0872436135220961	-0.549057152179157	0.582966228917815	0.923013161352239	ENSG00000136891	protein_coding	chr9	100302077	100352939	chr9:100302077	TEX10	protein_coding	chr9	100302077	100352942	chr9:100302077	ENSG00000136891
TEX2	TEX2	3695.94520621803	0.150014738744507	0.0742192584082852	2.02123737102392	0.043255198863912	0.5052852116335	ENSG00000136478	protein_coding	chr17	64147227	64263301	chr17:64147227	TEX2	protein_coding	chr17	64147227	64263260	chr17:64147227	ENSG00000136478
TEX261	TEX261	7281.06638671489	0.0342534099270801	0.0511373980605836	0.66983091096069	0.502965586209153	0.897367111583712	ENSG00000144043	protein_coding	chr2	70985938	70994945	chr2:70985938	TEX261	protein_coding	chr2	70985942	70994873	chr2:70985942	ENSG00000144043
TEX264	TEX264	1356.15258068917	0.111635798099508	0.0602073036316603	1.85419029529174	0.0637119400133592	0.564712157275423	ENSG00000164081	protein_coding	chr3	51662693	51704323	chr3:51662693	TEX264	protein_coding	chr3	51662693	51704323	chr3:51662693	ENSG00000164081
TEX30	TEX30	779.590874741067	-0.0250794429540533	0.170748745446625	-0.146879222382884	0.883227352174166	0.983059006945346	ENSG00000151287	protein_coding	chr13	102765990	102773811	chr13:102765990	TEX30	protein_coding	chr13	102765888	102773811	chr13:102765888	ENSG00000151287
TEX9	TEX9	205.215450782503	-0.079195981918216	0.115746240850051	-0.684220768956242	0.493835769371604	0.89463941928986	ENSG00000151575	protein_coding	chr15	56244009	56445997	chr15:56244009	TEX9	protein_coding	chr15	56243971	56445997	chr15:56243971	ENSG00000151575
TFAM	TFAM	2069.59089377027	-0.0703993922096334	0.103510559967717	-0.680117972809632	0.496429765193792	0.895163970189263	ENSG00000108064	protein_coding	chr10	58385022	58399221	chr10:58385022	TFAM	protein_coding	chr10	58385345	58399220	chr10:58385345	ENSG00000108064
TFAP2A	TFAP2A	258.907151200611	0.0268834807804543	0.335042970814945	0.0802389040279339	0.936047248956324	0.991322068055745	ENSG00000137203	protein_coding	chr6	10393186	10419659	chr6:10393186	TFAP2A	protein_coding	chr6	10393186	10419659	chr6:10393186	ENSG00000137203
