baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
ZNF684	195.72485893765	-0.0475125983523561	0.146370224671502	-0.324605625624941	0.745479568984192	0.839239076582863	ENSG00000117010	ZNF684	protein_coding	chr1	40531561	40548169	chr1:40531561	ZNF684	protein_coding	chr1	40531573	40548167	chr1:40531573	ENSG00000117010
CRLS1	1494.70698105881	-0.0208326918594908	0.0642982673837809	-0.324000827816176	0.745937407503526	0.839653970522016	ENSG00000088766	CRLS1	protein_coding	chr20	6006090	6040053	chr20:6006090	CRLS1	protein_coding	chr20	6006093	6040053	chr20:6006093	ENSG00000088766
AC079922.3	76.3718149404302	0.0749105373858962	0.231255420041466	0.323929866692267	0.745991131730323	0.839664186217409	ENSG00000237753	AC079922.3	lincRNA	chr2	112641832	112645690	chr2:112641832	SLC20A1-DT	lncRNA	chr2	112641832	112645720	chr2:112641832	ENSG00000237753
TRMT10A	883.305352448194	0.0246343400773771	0.076222354017961	0.323190491749603	0.746550981337675	0.840244045426795	ENSG00000145331	TRMT10A	protein_coding	chr4	99546709	99564032	chr4:99546709	TRMT10A	protein_coding	chr4	99546709	99564039	chr4:99546709	ENSG00000145331
NUS1	5721.01076490171	0.011614942625185	0.0360893404439845	0.321838595061413	0.747574973962642	0.841044206768453	ENSG00000153989	NUS1	protein_coding	chr6	117675502	117710640	chr6:117675502	NUS1	protein_coding	chr6	117675469	117710727	chr6:117675469	ENSG00000153989
TMEM147-AS1	477.063582685846	-0.0323169395484833	0.100510500031316	-0.321527994969823	0.747810300666582	0.841258629798154	ENSG00000236144	TMEM147-AS1	antisense	chr19	35540738	35546029	chr19:35540738	TMEM147-AS1	lncRNA	chr19	35540738	35546029	chr19:35540738	ENSG00000236144
RP11-57H12.3	105.023224272481	0.0690117633783899	0.214834879254442	0.321231652969418	0.748034846611929	0.841460899951186	ENSG00000226026	RP11-57H12.3	antisense	chr1	95163219	95233982	chr1:95163219	RWDD3-DT	lncRNA	chr1	95161676	95234000	chr1:95161676	ENSG00000226026
CTAGE15	198.194548098225	0.0491163113731423	0.152966293249667	0.321092381397882	0.748140383643881	0.841478950646341	ENSG00000271079	CTAGE15	protein_coding	chr7	143571801	143574387	chr7:143571801	CTAGE15	protein_coding	chr7	143571801	143574387	chr7:143571801	ENSG00000271079
INPP4B	695.237487795452	0.0343900368979081	0.107084563538446	0.32114840609647	0.748097928752486	0.841478950646341	ENSG00000109452	INPP4B	protein_coding	chr4	142023160	142847432	chr4:142023160	INPP4B	protein_coding	chr4	142023160	142847432	chr4:142023160	ENSG00000109452
PCSK7	2367.85738259285	0.0163362969366692	0.0509446612417463	0.320667495640987	0.748462382179774	0.841745653575348	ENSG00000160613	PCSK7	protein_coding	chr11	117204337	117232525	chr11:117204337	PCSK7	protein_coding	chr11	117204337	117232525	chr11:117204337	ENSG00000160613
RP11-849H4.2	81.7273503728031	0.0709219070287641	0.221549633561647	0.32011746482546	0.748879286717901	0.841978155234008	ENSG00000254469	RP11-849H4.2	protein_coding	chr11	71865509	71928654	chr11:71865509	XNDC1N	protein_coding	chr11	71865504	71928654	chr11:71865504	ENSG00000254469
SRFBP1	876.273694002575	-0.023379413637256	0.0731995170276333	-0.319393004033484	0.749428515217615	0.842411097079697	ENSG00000151304	SRFBP1	protein_coding	chr5	121961961	122075570	chr5:121961961	SRFBP1	protein_coding	chr5	121961975	122075570	chr5:121961975	ENSG00000151304
STEAP1B	89.046129490524	0.069204959999869	0.216779286387153	0.31924157124622	0.749543335570659	0.842411097079697	ENSG00000105889	STEAP1B	protein_coding	chr7	22419444	22632925	chr7:22419444	STEAP1B	protein_coding	chr7	22419444	22727613	chr7:22419444	ENSG00000105889
VGF	405.187828878828	-0.0330799960993008	0.103583021745218	-0.319357318814925	0.749455572196123	0.842411097079697	ENSG00000128564	VGF	protein_coding	chr7	101162509	101165593	chr7:101162509	VGF	protein_coding	chr7	101162509	101165569	chr7:101162509	ENSG00000128564
PDE4D	608.149879611713	0.0282976494879697	0.0887364580455186	0.318895413579095	0.749805822332071	0.842493882369786	ENSG00000113448	PDE4D	protein_coding	chr5	58969038	60522120	chr5:58969038	PDE4D	protein_coding	chr5	58969038	60522120	chr5:58969038	ENSG00000113448
TTLL7-IT1	69.3514446827269	0.0753414833033574	0.236260454518387	0.318891637861867	0.749808685568106	0.842493882369786	ENSG00000233061	TTLL7-IT1	sense_intronic	chr1	83979118	83984300	chr1:83979118	TTLL7-IT1	lncRNA	chr1	83979118	83984300	chr1:83979118	ENSG00000233061
ZNF891	738.239164858169	-0.0255096433296935	0.0800080861997587	-0.318838314242423	0.749849122785572	0.842493882369786	ENSG00000214029	ZNF891	protein_coding	chr12	133106817	133130473	chr12:133106817	ZNF891	protein_coding	chr12	133104779	133130274	chr12:133104779	ENSG00000214029
BCRP3	162.304405904639	0.050597245265475	0.159327824776928	0.317566911720004	0.750813476406311	0.84332546361447	ENSG00000215481	BCRP3	transcribed_unprocessed_pseudogene	chr22	24632915	24653356	chr22:24632915	BCRP3	lncRNA	chr22	24632915	24650012	chr22:24632915	ENSG00000215481
TARBP2	1149.2016380761	0.020393043444666	0.0643015886902636	0.31714680554625	0.75113221089325	0.843550610582698	ENSG00000139546	TARBP2	protein_coding	chr12	53500921	53506431	chr12:53500921	TARBP2	protein_coding	chr12	53500921	53506431	chr12:53500921	ENSG00000139546
TSC22D1-AS1	74.3222454100241	0.0736970212399676	0.232348044744369	0.317183737530692	0.751104188899155	0.843550610582698	ENSG00000278156	TSC22D1-AS1	antisense	chr13	44575893	44580432	chr13:44575893	TSC22D1-AS1	lncRNA	chr13	44575893	44580432	chr13:44575893	ENSG00000278156
RNF13	2484.93987293345	0.0155443178106867	0.0490255743880782	0.317065490913794	0.751193909199173	0.843551242395632	ENSG00000082996	RNF13	protein_coding	chr3	149812708	149962139	chr3:149812708	RNF13	protein_coding	chr3	149812770	149962139	chr3:149812770	ENSG00000082996
LINC01024	143.270300971561	-0.0531977089112529	0.167843466257124	-0.316948345369356	0.751282797371149	0.843556619848266	ENSG00000245146	LINC01024	antisense	chr5	140072857	140108630	chr5:140072857	MALINC1	lncRNA	chr5	140071312	140109274	chr5:140071312	ENSG00000245146
CUTC	271.771089570823	-0.0393350383728535	0.124270549014787	-0.316527436988897	0.751602203166863	0.843757821917146	ENSG00000119929	CUTC	protein_coding	chr10	99702558	99756134	chr10:99702558	CUTC	protein_coding	chr10	99702558	99756134	chr10:99702558	ENSG00000119929
LINC01234	58.0039850201871	0.0877205424617372	0.277441325951957	0.316176914743146	0.751868229012003	0.843955706983391	ENSG00000249550	LINC01234	lincRNA	chr12	113679459	113773683	chr12:113679459	LINC01234	lncRNA	chr12	113583886	113773726	chr12:113583886	ENSG00000249550
PRPF40A	6438.92184370285	-0.0120906377263405	0.0382571919827245	-0.316035681128927	0.751975425384409	0.844025655015172	ENSG00000196504	PRPF40A	protein_coding	chr2	152651593	152717997	chr2:152651593	PRPF40A	protein_coding	chr2	152651593	152718012	chr2:152651593	ENSG00000196504
ABHD1	48.9479201062393	0.0975445321229619	0.309421092448854	0.315248489852338	0.75257299149627	0.844494759715905	ENSG00000143994	ABHD1	protein_coding	chr2	27123789	27130812	chr2:27123789	ABHD1	protein_coding	chr2	27123789	27130812	chr2:27123789	ENSG00000143994
HOOK2	2643.87269260489	-0.0176004268748223	0.0558762093891513	-0.314989636327041	0.752769522656547	0.844664895171779	ENSG00000095066	HOOK2	protein_coding	chr19	12763003	12872740	chr19:12763003	HOOK2	protein_coding	chr19	12763003	12872740	chr19:12763003	ENSG00000095066
CRAMP1	1832.25207769239	0.0164119803259035	0.0521850413595904	0.314495876563818	0.753144447739219	0.844833551099537	ENSG00000007545	CRAMP1	protein_coding	chr16	1612325	1677908	chr16:1612325	CRAMP1	protein_coding	chr16	1612337	1677908	chr16:1612337	ENSG00000007545
SPINK9	24.1984294013761	0.138196068468764	0.439345807920911	0.314549646263249	0.753103616132155	0.844833551099537	ENSG00000204909	SPINK9	protein_coding	chr5	148321203	148339849	chr5:148321203	SPINK9	protein_coding	chr5	148321203	148339852	chr5:148321203	ENSG00000204909
ZNF93	304.580759151103	-0.0374811795718787	0.119171943543711	-0.314513453899751	0.753131099794809	0.844833551099537	ENSG00000184635	ZNF93	protein_coding	chr19	19900913	19935575	chr19:19900913	ZNF93	protein_coding	chr19	19900913	19963464	chr19:19900913	ENSG00000184635
GPATCH8	1097.20791576744	-0.0206822893754206	0.065942183954686	-0.313642772123425	0.753792370069625	0.84530824755691	ENSG00000186566	GPATCH8	protein_coding	chr17	44395284	44503430	chr17:44395284	GPATCH8	protein_coding	chr17	44395281	44503430	chr17:44395281	ENSG00000186566
PON2	3640.90580420528	0.0132818461047892	0.0423749801097594	0.313436043400767	0.75394940410707	0.845333124285314	ENSG00000105854	PON2	protein_coding	chr7	95404863	95435329	chr7:95404863	PON2	protein_coding	chr7	95404862	95435329	chr7:95404862	ENSG00000105854
COG2	1315.05018076796	-0.0183513884719784	0.0585747058305757	-0.313298858470733	0.754053617321253	0.845399566432782	ENSG00000135775	COG2	protein_coding	chr1	230642489	230693982	chr1:230642489	COG2	protein_coding	chr1	230642481	230693982	chr1:230642481	ENSG00000135775
A1BG	121.045350074175	0.0564827101339795	0.180852289100232	0.312314045981887	0.754801866410098	0.846036708767929	ENSG00000121410	A1BG	protein_coding	chr19	58345178	58353499	chr19:58345178	A1BG	protein_coding	chr19	58345178	58353492	chr19:58345178	ENSG00000121410
DDX5	24422.8265532797	-0.0101048861173893	0.0323918217138133	-0.31195794440546	0.755072484947997	0.846239162808821	ENSG00000108654	DDX5	protein_coding	chr17	64499616	64508199	chr17:64499616	DDX5	protein_coding	chr17	64498254	64508199	chr17:64498254	ENSG00000108654
KLRG2	322.328718966287	0.0368925159013237	0.118616739795433	0.311022845215176	0.755783254380468	0.846632111143619	ENSG00000188883	KLRG2	protein_coding	chr7	139452690	139483712	chr7:139452690	KLRG2	protein_coding	chr7	139452690	139483673	chr7:139452690	ENSG00000188883
MMP15	6671.62580744727	-0.011101665938553	0.0356838719116381	-0.311111584696958	0.755715794561428	0.846632111143619	ENSG00000102996	MMP15	protein_coding	chr16	58025566	58046901	chr16:58025566	MMP15	protein_coding	chr16	58025754	58046901	chr16:58025754	ENSG00000102996
KIAA0368	9239.77981029237	-0.00978361027762987	0.0314991817616215	-0.310598870525271	0.756105585940634	0.846892295961856	ENSG00000136813	KIAA0368	protein_coding	chr9	111360692	111484745	chr9:111360692	ECPAS	protein_coding	chr9	111360685	111484745	chr9:111360685	ENSG00000136813
PPTC7	1956.72873338747	-0.0156841473858106	0.0505258565528175	-0.310418238420462	0.756242926442531	0.846957743106346	ENSG00000196850	PPTC7	protein_coding	chr12	110533245	110583320	chr12:110533245	PPTC7	protein_coding	chr12	110533245	110583318	chr12:110533245	ENSG00000196850
TRMU	1735.20511506029	0.0167414211881512	0.0541553952852306	0.309136718511166	0.757217528872813	0.847784297671139	ENSG00000100416	TRMU	protein_coding	chr22	46330875	46357340	chr22:46330875	TRMU	protein_coding	chr22	46330875	46357340	chr22:46330875	ENSG00000100416
FASTK	4370.8426455016	0.0118201767713376	0.0382536370383215	0.308994848241397	0.757325445705657	0.847854645311381	ENSG00000164896	FASTK	protein_coding	chr7	151076593	151080866	chr7:151076593	FASTK	protein_coding	chr7	151076624	151080866	chr7:151076624	ENSG00000164896
SCHLAP1	175.133231083633	-0.047501627016275	0.153861123486813	-0.308730535302156	0.757526513943177	0.847919093547005	ENSG00000281131	SCHLAP1	lincRNA	chr2	180692104	180916939	chr2:180692104	SCHLAP1	lncRNA	chr2	180692104	180916939	chr2:180692104	ENSG00000281131
CHMP2B	1656.14617403219	0.0168779365038979	0.0547582307352705	0.308226476225912	0.757910007423227	0.848206117567317	ENSG00000083937	CHMP2B	protein_coding	chr3	87227271	87255548	chr3:87227271	CHMP2B	protein_coding	chr3	87227271	87255556	chr3:87227271	ENSG00000083937
B3GALT4	93.6339052467994	-0.0645022896024751	0.210172035666246	-0.30690234025665	0.758917707715819	0.848728211008996	ENSG00000235863	B3GALT4	protein_coding	chr6	33277132	33284832	chr6:33277132	B3GALT4	protein_coding	chr6	33277123	33284832	chr6:33277123	ENSG00000235863
DESI1	2696.16980980514	0.0134001061665193	0.0436583630810647	0.30693102582976	0.758895872937389	0.848728211008996	ENSG00000100418	DESI1	protein_coding	chr22	41598028	41621096	chr22:41598028	DESI1	protein_coding	chr22	41598028	41621043	chr22:41598028	ENSG00000100418
NOL12	1008.89233015881	-0.0206049126895311	0.0671031403605778	-0.307063314456088	0.758795180457952	0.848728211008996	ENSG00000273899	NOL12	protein_coding	chr22	37681673	37693478	chr22:37681673	NOL12	protein_coding	chr22	37681673	37693476	chr22:37681673	ENSG00000273899
PTGR2	1391.33584294065	-0.018686110274421	0.0608862767861026	-0.306901838325022	0.75891808977599	0.848728211008996	ENSG00000140043	PTGR2	protein_coding	chr14	73851844	73886827	chr14:73851844	PTGR2	protein_coding	chr14	73851831	73885726	chr14:73851831	ENSG00000140043
AC010127.3	22.6504500091937	-0.129316945220874	0.421810873878303	-0.306575655653161	0.759166385850135	0.848759297258754	ENSG00000236107	AC010127.3	antisense	chr2	165957399	166301784	chr2:165957399	SCN1A-AS1	lncRNA	chr2	165957188	166390771	chr2:165957188	ENSG00000236107
RP11-38L15.3	47.280028239836	-0.0910663263101216	0.297107594283516	-0.306509587981859	0.759216680766073	0.848759297258754	ENSG00000231187	RP11-38L15.3	antisense	chr10	46582782	46598145	chr10:46582782	SYT15-AS1	lncRNA	chr10	46580708	46598150	chr10:46580708	ENSG00000231187
GIMAP2	68.8934061634159	-0.0792717539386595	0.258939644701823	-0.306139888428222	0.75949813838397	0.84901075179795	ENSG00000106560	GIMAP2	protein_coding	chr7	150685697	150693641	chr7:150685697	GIMAP2	protein_coding	chr7	150685697	150693641	chr7:150685697	ENSG00000106560
RAN	15946.4828583835	0.0104433212845003	0.0341946853986835	0.305407731135387	0.760055634305426	0.84934376723203	ENSG00000132341	RAN	protein_coding	chr12	130871879	130877678	chr12:130871879	RAN	protein_coding	chr12	130872037	130877678	chr12:130872037	ENSG00000132341
CA3	50.7853540187107	0.0865940519568247	0.283678603249952	0.305254083194022	0.760172644264949	0.849403594736922	ENSG00000164879	CA3	protein_coding	chr8	85373436	85449040	chr8:85373436	CA3	protein_coding	chr8	85373436	85449040	chr8:85373436	ENSG00000164879
SPIN3	223.113058812005	-0.0413469195439533	0.135754982860535	-0.304570179839587	0.760693534604379	0.849804123308183	ENSG00000204271	SPIN3	protein_coding	chrX	56976370	56995537	chrX:56976370	SPIN3	protein_coding	chrX	56818298	56995827	chrX:56818298	ENSG00000204271
IQCK	261.719517686214	-0.039736696473639	0.130604582148117	-0.304251932206898	0.760935962759005	0.849973654305529	ENSG00000174628	IQCK	protein_coding	chr16	19716456	19858467	chr16:19716456	IQCK	protein_coding	chr16	19716456	19858467	chr16:19716456	ENSG00000174628
C11orf65	62.1917936148901	-0.0794020174387223	0.261410989990317	-0.303743991182863	0.761322940279072	0.850215843049056	ENSG00000166323	C11orf65	protein_coding	chr11	108308519	108467531	chr11:108308519	C11orf65	protein_coding	chr11	108308519	108467531	chr11:108308519	ENSG00000166323
ZBTB18	230.305385311707	-0.0402845139897092	0.132803480006363	-0.303339294932475	0.761631302971593	0.850373059927132	ENSG00000179456	ZBTB18	protein_coding	chr1	244048939	244057476	chr1:244048939	ZBTB18	protein_coding	chr1	244048547	244057476	chr1:244048547	ENSG00000179456
GNG3	42.9471023762139	-0.09418113045507	0.310589587869726	-0.303233379782755	0.761712012419668	0.850386233633973	ENSG00000162188	GNG3	protein_coding	chr11	62707658	62709201	chr11:62707658	GNG3	protein_coding	chr11	62707676	62709201	chr11:62707676	ENSG00000162188
PITRM1-AS1	117.393148961141	0.0566426534074594	0.187158761236776	0.302644947172953	0.762160456940378	0.85078587007899	ENSG00000237399	PITRM1-AS1	antisense	chr10	3141632	3167972	chr10:3141632	PITRM1-AS1	lncRNA	chr10	3141632	3167972	chr10:3141632	ENSG00000237399
RETSAT	2110.06597605844	0.0147640483546165	0.0487785513336342	0.302675006759299	0.762137546591151	0.85078587007899	ENSG00000042445	RETSAT	protein_coding	chr2	85342088	85354620	chr2:85342088	RETSAT	protein_coding	chr2	85341955	85354531	chr2:85341955	ENSG00000042445
CCNT1	3851.56105040108	-0.0131370464852927	0.0434672667834473	-0.302228491861268	0.762477885827955	0.850946556765987	ENSG00000129315	CCNT1	protein_coding	chr12	48688458	48716998	chr12:48688458	CCNT1	protein_coding	chr12	48688458	48716998	chr12:48688458	ENSG00000129315
SPR	1284.11871621218	0.0192034032830355	0.063523498335595	0.302303931398485	0.762420381643422	0.850946556765987	ENSG00000116096	SPR	protein_coding	chr2	72887360	72892158	chr2:72887360	SPR	protein_coding	chr2	72887382	72892158	chr2:72887382	ENSG00000116096
RP11-894P9.1	164.722351802333	-0.0474225114628256	0.157160746123794	-0.301745268029406	0.762846256822244	0.851225694345661	ENSG00000246451	RP11-894P9.1	antisense	chr14	103682362	103684015	chr14:103682362	KLC1-AS1	lncRNA	chr14	103682362	103684015	chr14:103682362	ENSG00000246451
SPIN1	4610.89782555657	-0.0112863765528763	0.0374077310467398	-0.301712406421397	0.762871309821428	0.851225694345661	ENSG00000106723	SPIN1	protein_coding	chr9	88388419	88478694	chr9:88388419	SPIN1	protein_coding	chr9	88388430	88478694	chr9:88388430	ENSG00000106723
MAP4K2	1022.55804921069	-0.020111187739176	0.0668126125957875	-0.301008850841495	0.763407745354396	0.85157162697282	ENSG00000168067	MAP4K2	protein_coding	chr11	64784914	64803241	chr11:64784914	MAP4K2	protein_coding	chr11	64784918	64803241	chr11:64784918	ENSG00000168067
UPK3B	66.2659849398958	-0.0733788864009604	0.243969617559414	-0.300770592400058	0.763589434512758	0.851723778496258	ENSG00000243566	UPK3B	protein_coding	chr7	76510428	76516521	chr7:76510428	UPK3B	protein_coding	chr7	76510525	76516522	chr7:76510525	ENSG00000243566
INAFM1	111.107102067823	-0.0580644174849479	0.193353450365628	-0.300301946384454	0.763946848712897	0.852071907769096	ENSG00000257704	INAFM1	protein_coding	chr19	47274453	47275707	chr19:47274453	INAFM1	protein_coding	chr19	47274885	47275723	chr19:47274885	ENSG00000257704
CEP44	733.264542868582	-0.0248878596164905	0.0830388148338646	-0.299713569687664	0.764395647068566	0.852512233029696	ENSG00000164118	CEP44	protein_coding	chr4	174283677	174333380	chr4:174283677	CEP44	protein_coding	chr4	174283730	174333380	chr4:174283730	ENSG00000164118
GDI1	4141.22566488998	0.011194399184193	0.0373767539792597	0.2995016418602	0.764557319468824	0.852565732282741	ENSG00000203879	GDI1	protein_coding	chrX	154436913	154443467	chrX:154436913	GDI1	protein_coding	chrX	154436913	154443467	chrX:154436913	ENSG00000203879
ZNF580	703.835517344221	-0.0232786319492933	0.0777291885441728	-0.29948378961996	0.764570938793386	0.852565732282741	ENSG00000213015	ZNF580	protein_coding	chr19	55635016	55643469	chr19:55635016	ZNF580	protein_coding	chr19	55635016	55643470	chr19:55635016	ENSG00000213015
BANCR	21.9336676219808	0.13546163395281	0.452654388730019	0.299260622067236	0.764741197593574	0.852621108771012	ENSG00000278910	BANCR	lincRNA	chr9	69296682	69306977	chr9:69296682	BANCR	lncRNA	chr9	69296678	69311111	chr9:69296678	ENSG00000278910
LIX1L	121.776351557336	0.0535950934466301	0.179646530482158	0.298336368104549	0.765446449624693	0.853268489576238	ENSG00000271601	LIX1L	protein_coding	chr1	145933423	145958001	chr1:145933423	LIX1L	protein_coding	chr1	145933423	145958017	chr1:145933423	ENSG00000271601
EBF3	318.124289567569	-0.0350665905561401	0.117767816052251	-0.297760387613726	0.765886049969551	0.853526107006067	ENSG00000108001	EBF3	protein_coding	chr10	129835283	129963841	chr10:129835283	EBF3	protein_coding	chr10	129835233	129973053	chr10:129835233	ENSG00000108001
AQR	3400.04960154405	-0.0118941699246782	0.0399589871637036	-0.297659444568759	0.765963099579271	0.85356139195827	ENSG00000021776	AQR	protein_coding	chr15	34851782	34969839	chr15:34851782	AQR	protein_coding	chr15	34851782	34969742	chr15:34851782	ENSG00000021776
ASB16-AS1	177.278348223348	-0.0485564181385719	0.16363849791604	-0.29672979620899	0.76667280692802	0.85404862025165	ENSG00000267080	ASB16-AS1	antisense	chr17	44175973	44186717	chr17:44175973	ASB16-AS1	lncRNA	chr17	44175968	44186723	chr17:44175968	ENSG00000267080
NIPAL2	963.132032795969	-0.0201113619261964	0.0678310392945419	-0.296492020988607	0.766854359525478	0.854200265665826	ENSG00000104361	NIPAL2	protein_coding	chr8	98189833	98294393	chr8:98189833	NIPAL2	protein_coding	chr8	98189826	98294393	chr8:98189826	ENSG00000104361
CTD-2033D15.2	20.2179401305282	-0.13164058905264	0.444363325747502	-0.296245395209419	0.767042683465118	0.854207613670936	ENSG00000276107	CTD-2033D15.2	sense_intronic	chr15	39586561	39587293	chr15:39586561	THBS1-IT1	lncRNA	chr15	39586561	39587293	chr15:39586561	ENSG00000276107
LINC01088	48.4360119976393	-0.0840765759811938	0.283921163106613	-0.296126484765149	0.76713348863599	0.854207613670936	ENSG00000249307	LINC01088	antisense	chr4	78971748	79308798	chr4:78971748	LINC01088	lncRNA	chr4	78939485	79309673	chr4:78939485	ENSG00000249307
MLXIPL	150.485899749534	0.0520982192754221	0.175898039351328	0.296184195500691	0.767089417816732	0.854207613670936	ENSG00000009950	MLXIPL	protein_coding	chr7	73593194	73624543	chr7:73593194	MLXIPL	protein_coding	chr7	73593194	73624543	chr7:73593194	ENSG00000009950
SERPINA10	84.935058607555	-0.0640213491358743	0.216070079448177	-0.29629900307983	0.767001747217001	0.854207613670936	ENSG00000140093	SERPINA10	protein_coding	chr14	94280455	94293271	chr14:94280455	SERPINA10	protein_coding	chr14	94280460	94293268	chr14:94280460	ENSG00000140093
PXN-AS1	137.849543648661	-0.0556709422692486	0.18828986901404	-0.295666158571162	0.767485043814222	0.854548474480181	ENSG00000255857	PXN-AS1	antisense	chr12	120201291	120213138	chr12:120201291	PXN-AS1	lncRNA	chr12	120201274	120213233	chr12:120201274	ENSG00000255857
PROZ	62.2532744897726	-0.0754294001741012	0.255257393738	-0.295503292067312	0.767609437864509	0.854636379638858	ENSG00000126231	PROZ	protein_coding	chr13	113158654	113172383	chr13:113158654	PROZ	protein_coding	chr13	113158648	113172386	chr13:113158648	ENSG00000126231
BTN3A1	281.512762531063	-0.0355197893438316	0.120391139018036	-0.295036575229264	0.767965939634043	0.854920698539258	ENSG00000026950	BTN3A1	protein_coding	chr6	26402237	26415216	chr6:26402237	BTN3A1	protein_coding	chr6	26402237	26415208	chr6:26402237	ENSG00000026950
MGST2	2028.50639807954	-0.0150628502008854	0.0511470855845073	-0.294500654900423	0.768375363054353	0.85528659825985	ENSG00000085871	MGST2	protein_coding	chr4	139665768	139740745	chr4:139665768	MGST2	protein_coding	chr4	139665768	139740745	chr4:139665768	ENSG00000085871
RN7SL832P	70.4189296135855	0.0707511187005122	0.240295345194203	0.294433995978292	0.768426292540294	0.855292664388777	ENSG00000243819	RN7SL832P	lincRNA	chr2	10690344	10692099	chr2:10690344	RN7SL832P	lncRNA	chr2	10690344	10692099	chr2:10690344	ENSG00000243819
EIF3A	23366.9300677466	0.00842341949370168	0.0286158195229287	0.294362336432557	0.768481043772786	0.855302983321952	ENSG00000107581	EIF3A	protein_coding	chr10	119033670	119080823	chr10:119033670	EIF3A	protein_coding	chr10	119033670	119080823	chr10:119033670	ENSG00000107581
FMR1-IT1	17.996303490624	-0.143345130294015	0.487120833994285	-0.294270169310182	0.768551465447508	0.855330740869088	ENSG00000236337	FMR1-IT1	sense_intronic	chrX	147946941	147947583	chrX:147946941	FMR1-IT1	lncRNA	chrX	147946941	147947583	chrX:147946941	ENSG00000236337
CCDC152	87.6939579990907	0.0653392683258987	0.222266931143855	0.29396756408901	0.76878268894065	0.855384134587279	ENSG00000198865	CCDC152	protein_coding	chr5	42756801	42802360	chr5:42756801	CCDC152	protein_coding	chr5	42756818	42802439	chr5:42756818	ENSG00000198865
NFKBIZ	123.918550256969	0.0524558421876106	0.178735401667731	0.293483225472735	0.769152819429916	0.855443132189899	ENSG00000144802	NFKBIZ	protein_coding	chr3	101827991	101861022	chr3:101827991	NFKBIZ	protein_coding	chr3	101827991	101861022	chr3:101827991	ENSG00000144802
TET3	3164.87705239957	0.014643331470113	0.0498865757127209	0.293532503702775	0.769115158710869	0.855443132189899	ENSG00000187605	TET3	protein_coding	chr2	73986404	74108176	chr2:73986404	TET3	protein_coding	chr2	73984910	74108176	chr2:73984910	ENSG00000187605
TMCC1-AS1	131.23967253555	-0.0615967927908459	0.210095831692471	-0.293184268791247	0.76938130772529	0.855494878086785	ENSG00000271270	TMCC1-AS1	antisense	chr3	129893871	129918575	chr3:129893871	TMCC1-DT	lncRNA	chr3	129893811	129918578	chr3:129893811	ENSG00000271270
ATP5S	1325.85832110349	0.0208701896557774	0.0712036584493313	0.293105580672217	0.769441451254097	0.855511170171725	ENSG00000125375	ATP5S	protein_coding	chr14	50312326	50335558	chr14:50312326	DMAC2L	protein_coding	chr14	50312324	50335558	chr14:50312324	ENSG00000125375
MIR600HG	326.184890870381	-0.0333975958426164	0.11399719637354	-0.292968572079448	0.769546174061236	0.855526445341429	ENSG00000236901	MIR600HG	sense_intronic	chr9	123109494	123115477	chr9:123109494	MIR600HG	lncRNA	chr9	123109494	123115477	chr9:123109494	ENSG00000236901
AC116614.1	32.5908403120163	-0.107397031552784	0.366860707790884	-0.29274607302454	0.769716250639122	0.855627521985433	ENSG00000235688	AC116614.1	antisense	chr2	949627	950274	chr2:949627	SNTG2-AS1	lncRNA	chr2	949257	951502	chr2:949257	ENSG00000235688
HOGA1	202.808189430018	0.040951213714468	0.139949975195704	0.292613225955934	0.769817803205989	0.855627521985433	ENSG00000241935	HOGA1	protein_coding	chr10	97584323	97612802	chr10:97584323	HOGA1	protein_coding	chr10	97584323	97612802	chr10:97584323	ENSG00000241935
RAB11B-AS1	53.4479797365253	-0.0798754868594118	0.273137729980891	-0.292436665066375	0.769952778131538	0.855627521985433	ENSG00000269386	RAB11B-AS1	antisense	chr19	8374373	8390685	chr19:8374373	RAB11B-AS1	lncRNA	chr19	8374372	8390685	chr19:8374372	ENSG00000269386
RP11-117D22.2	27.2141536611353	-0.112097134224753	0.383112803804079	-0.292595635310792	0.769831250356231	0.855627521985433	ENSG00000230138	RP11-117D22.2	lincRNA	chr1	53366668	53368245	chr1:53366668	LINC02812	lncRNA	chr1	53366656	53368245	chr1:53366656	ENSG00000230138
UBE2R2	3753.7981162557	-0.0120937205137697	0.0413664303175301	-0.292355913259565	0.770014512523966	0.855627521985433	ENSG00000107341	UBE2R2	protein_coding	chr9	33817567	33920404	chr9:33817567	UBE2R2	protein_coding	chr9	33817160	33920399	chr9:33817160	ENSG00000107341
PRR34-AS1	257.860518751094	0.037866801894566	0.129725439685028	0.291899584125568	0.770363401469134	0.855654224220684	ENSG00000241990	PRR34-AS1	antisense	chr22	46053705	46057210	chr22:46053705	PRR34-AS1	lncRNA	chr22	46053705	46057210	chr22:46053705	ENSG00000241990
SPINT1	5832.12292855449	-0.0107122463346193	0.0367045821428403	-0.291850382410875	0.770401021687136	0.855654224220684	ENSG00000166145	SPINT1	protein_coding	chr15	40844018	40858207	chr15:40844018	SPINT1	protein_coding	chr15	40844018	40858207	chr15:40844018	ENSG00000166145
