Row.names	SRR5931679	SRR5931680	SRR5931681	median_TPM	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
TARDBP	115.276000430937	124.781647	127.36134	124.781647	ENSG00000120948	protein_coding	chr1	11012344	11026420	chr1:11012344	TARDBP	protein_coding	chr1	11012344	11030528	chr1:11012344	ENSG00000120948
TARS	122.3931	140.05921	135.8217	135.8217	ENSG00000113407	protein_coding	chr5	33440696	33469539	chr5:33440696	TARS1	protein_coding	chr5	33440696	33468091	chr5:33440696	ENSG00000113407
TARS2	18.238007	20.830405	19.67548	19.67548	ENSG00000143374	protein_coding	chr1	150487364	150507609	chr1:150487364	TARS2	protein_coding	chr1	150487414	150507602	chr1:150487414	ENSG00000143374
TARSL2	6.04404	6.85148	6.65026	6.65026	ENSG00000185418	protein_coding	chr15	101653598	101724604	chr15:101653598	TARS3	protein_coding	chr15	101653596	101724473	chr15:101653596	ENSG00000185418
TAS2R14	1.48074	2.01637	2.14515	2.01637	ENSG00000212127	protein_coding	chr12	10937406	11171573	chr12:10937406	TAS2R14	protein_coding	chr12	10937408	11171573	chr12:10937408	ENSG00000212127
TAS2R20	1.54452	1.22503	1.39317	1.39317	ENSG00000255837	protein_coding	chr12	10996495	10997875	chr12:10996495	TAS2R20	protein_coding	chr12	10995961	10998304	chr12:10995961	ENSG00000255837
TASP1	6.23209	6.41907	6.46409	6.41907	ENSG00000089123	protein_coding	chr20	13389392	13638940	chr20:13389392	TASP1	protein_coding	chr20	13389392	13638932	chr20:13389392	ENSG00000089123
TATDN1	70.91473	77.499543	85.8897	77.499543	ENSG00000147687	protein_coding	chr8	124488485	124539458	chr8:124488485	TATDN1	protein_coding	chr8	124488485	124539458	chr8:124488485	ENSG00000147687
TATDN2	13.94305	14.6319	15.25727	14.6319	ENSG00000157014	protein_coding	chr3	10248023	10281218	chr3:10248023	TATDN2	protein_coding	chr3	10248023	10281218	chr3:10248023	ENSG00000157014
TATDN3	17.027921	19.479283	18.826582	18.826582	ENSG00000203705	protein_coding	chr1	212791828	212816626	chr1:212791828	TATDN3	protein_coding	chr1	212791828	212816830	chr1:212791828	ENSG00000203705
TAX1BP1	115.360895	132.573827	135.243835	132.573827	ENSG00000106052	protein_coding	chr7	27739331	27844564	chr7:27739331	TAX1BP1	protein_coding	chr7	27739331	27844564	chr7:27739331	ENSG00000106052
TAX1BP3	42.897337	44.87376	47.38516	44.87376	ENSG00000213977	protein_coding	chr17	3662896	3668682	chr17:3662896	TAX1BP3	protein_coding	chr17	3662895	3668679	chr17:3662895	ENSG00000213977
TAZ	13.024058	13.28547	14.67679	13.28547	ENSG00000102125	protein_coding	chrX	154411518	154421726	chrX:154411518	TAFAZZIN	protein_coding	chrX	154411524	154421726	chrX:154411524	ENSG00000102125
TBC1D1	27.4925	28.67449	29.59056	28.67449	ENSG00000065882	protein_coding	chr4	37891087	38139175	chr4:37891087	TBC1D1	protein_coding	chr4	37891084	38139175	chr4:37891084	ENSG00000065882
TBC1D10A	6.982553	7.109601	6.998189	6.998189	ENSG00000099992	protein_coding	chr22	30291990	30327046	chr22:30291990	TBC1D10A	protein_coding	chr22	30291990	30326947	chr22:30291990	ENSG00000099992
TBC1D10B	18.5948	19.7645	21.0881	19.7645	ENSG00000169221	protein_coding	chr16	30357102	30370264	chr16:30357102	TBC1D10B	protein_coding	chr16	30357102	30370494	chr16:30357102	ENSG00000169221
TBC1D10C	4.749959	4.862046	4.53657	4.749959	ENSG00000175463	protein_coding	chr11	67403915	67410089	chr11:67403915	TBC1D10C	protein_coding	chr11	67403915	67410089	chr11:67403915	ENSG00000175463
TBC1D12	3.86097	4.04531	4.12821	4.04531	ENSG00000108239	protein_coding	chr10	94402504	94535930	chr10:94402504	TBC1D12	protein_coding	chr10	94402541	94536332	chr10:94402541	ENSG00000108239
TBC1D13	7.6219	8.11087	8.35654	8.11087	ENSG00000107021	protein_coding	chr9	128787204	128810432	chr9:128787204	TBC1D13	protein_coding	chr9	128787253	128810430	chr9:128787253	ENSG00000107021
TBC1D14	24.1187700163061	26.50422496029	27.2537820015021	26.50422496029	ENSG00000132405	protein_coding	chr4	6909242	7033118	chr4:6909242	TBC1D14	protein_coding	chr4	6909242	7033118	chr4:6909242	ENSG00000132405
TBC1D15	20.896427	23.214595	24.18306	23.214595	ENSG00000121749	protein_coding	chr12	71839707	71927248	chr12:71839707	TBC1D15	protein_coding	chr12	71839707	71927248	chr12:71839707	ENSG00000121749
TBC1D16	18.9098	20.57056	20.80543	20.57056	ENSG00000167291	protein_coding	chr17	79932343	80035848	chr17:79932343	TBC1D16	protein_coding	chr17	79932343	80035872	chr17:79932343	ENSG00000167291
TBC1D17	13.575599	13.487748	14.630028	13.575599	ENSG00000104946	protein_coding	chr19	49877425	49888749	chr19:49877425	TBC1D17	protein_coding	chr19	49877666	49888750	chr19:49877666	ENSG00000104946
TBC1D19	2.442753	3.09695	2.849293	2.849293	ENSG00000109680	protein_coding	chr4	26576437	26755351	chr4:26576437	TBC1D19	protein_coding	chr4	26576437	26756223	chr4:26576437	ENSG00000109680
TBC1D2	1.655959	1.7801816	1.8880893	1.7801816	ENSG00000095383	protein_coding	chr9	98198999	98255721	chr9:98198999	TBC1D2	protein_coding	chr9	98199011	98255649	chr9:98199011	ENSG00000095383
TBC1D20	14.25989	15.08546	15.25607	15.08546	ENSG00000125875	protein_coding	chr20	435480	462553	chr20:435480	TBC1D20	protein_coding	chr20	423596	462566	chr20:423596	ENSG00000125875
TBC1D22A	8.77101	9.42043	9.5306524	9.42043	ENSG00000054611	protein_coding	chr22	46762617	47175699	chr22:46762617	TBC1D22A	protein_coding	chr22	46762617	47175699	chr22:46762617	ENSG00000054611
TBC1D22B	4.67874	4.83721	4.66309	4.67874	ENSG00000065491	protein_coding	chr6	37257772	37332970	chr6:37257772	TBC1D22B	protein_coding	chr6	37257772	37332970	chr6:37257772	ENSG00000065491
TBC1D23	8.81836	10.0005217	9.75135	9.75135	ENSG00000036054	protein_coding	chr3	100261000	100325251	chr3:100261000	TBC1D23	protein_coding	chr3	100260992	100325251	chr3:100260992	ENSG00000036054
TBC1D24	7.617387	7.951069	8.116011	7.951069	ENSG00000162065	protein_coding	chr16	2475118	2505734	chr16:2475118	TBC1D24	protein_coding	chr16	2475051	2509560	chr16:2475051	ENSG00000162065
TBC1D25	3.70534	3.79942	3.98029	3.79942	ENSG00000068354	protein_coding	chrX	48539457	48562609	chrX:48539457	TBC1D25	protein_coding	chrX	48539714	48562609	chrX:48539714	ENSG00000068354
TBC1D2B	4.211124	4.427946	4.232379	4.232379	ENSG00000167202	protein_coding	chr15	77984036	78077724	chr15:77984036	TBC1D2B	protein_coding	chr15	77984036	78077724	chr15:77984036	ENSG00000167202
TBC1D30	18.876	19.69389	20.8652	19.69389	ENSG00000111490	protein_coding	chr12	64781193	64881032	chr12:64781193	TBC1D30	protein_coding	chr12	64759484	64881033	chr12:64759484	ENSG00000111490
TBC1D31	9.379253	11.608905	10.523193	10.523193	ENSG00000156787	protein_coding	chr8	123041968	123152153	chr8:123041968	TBC1D31	protein_coding	chr8	123041968	123152153	chr8:123041968	ENSG00000156787
TBC1D32	2.649073	2.940982	2.66327	2.66327	ENSG00000146350	protein_coding	chr6	121079494	121334745	chr6:121079494	TBC1D32	protein_coding	chr6	121079494	121334745	chr6:121079494	ENSG00000146350
TBC1D3L	10.11262	10.23642	8.55063	10.11262	ENSG00000274512	protein_coding	chr17	37977972	38068651	chr17:37977972	TBC1D3L	protein_coding	chr17	37978155	37989060	chr17:37978155	ENSG00000274512
TBC1D4	5.18755	5.499841385	5.0474	5.18755	ENSG00000136111	protein_coding	chr13	75284665	75482114	chr13:75284665	TBC1D4	protein_coding	chr13	75283503	75482169	chr13:75283503	ENSG00000136111
TBC1D5	12.453332	14.096662	15.451173	14.096662	ENSG00000131374	protein_coding	chr3	17157162	18444817	chr3:17157162	TBC1D5	protein_coding	chr3	17157162	18444817	chr3:17157162	ENSG00000131374
TBC1D7	17.384983	18.620676	19.351541	18.620676	ENSG00000145979	protein_coding	chr6	13266542	13328583	chr6:13266542	TBC1D7	protein_coding	chr6	13266542	13328583	chr6:13266542	ENSG00000145979
TBC1D8	7.98797	8.61221	8.91422	8.61221	ENSG00000204634	protein_coding	chr2	101007617	101252866	chr2:101007617	TBC1D8	protein_coding	chr2	101007228	101252866	chr2:101007228	ENSG00000204634
TBC1D8B	9.033887	10.982485	11.605351	10.982485	ENSG00000133138	protein_coding	chrX	106802680	106876145	chrX:106802680	TBC1D8B	protein_coding	chrX	106802673	106876150	chrX:106802673	ENSG00000133138
TBC1D9	16.1787	18.3312	19.4462	18.3312	ENSG00000109436	protein_coding	chr4	140620765	140756120	chr4:140620765	TBC1D9	protein_coding	chr4	140620782	140756385	chr4:140620782	ENSG00000109436
TBC1D9B	39.2585	44.032838	43.21592	43.21592	ENSG00000197226	protein_coding	chr5	179862066	179907859	chr5:179862066	TBC1D9B	protein_coding	chr5	179862066	179907897	chr5:179862066	ENSG00000197226
TBCA	440.683154	497.587287	499.61685	497.587287	ENSG00000171530	protein_coding	chr5	77691166	77868780	chr5:77691166	TBCA	protein_coding	chr5	77691166	77868780	chr5:77691166	ENSG00000171530
TBCB	88.3774	89.05811	88.643973	88.643973	ENSG00000105254	protein_coding	chr19	36114289	36125947	chr19:36114289	TBCB	protein_coding	chr19	36114289	36125947	chr19:36114289	ENSG00000105254
TBCC	17.9125	19.0256	19.7099	19.0256	ENSG00000124659	protein_coding	chr6	42744481	42746096	chr6:42744481	TBCC	protein_coding	chr6	42744498	42746103	chr6:42744498	ENSG00000124659
TBCCD1	16.80422	18.828413	19.430257	18.828413	ENSG00000113838	protein_coding	chr3	186546073	186570543	chr3:186546073	TBCCD1	protein_coding	chr3	186546067	186570543	chr3:186546067	ENSG00000113838
TBCD	28.67621	28.77315	29.87856	28.77315	ENSG00000141556	protein_coding	chr17	82752064	82945922	chr17:82752064	TBCD	protein_coding	chr17	82752042	82945914	chr17:82752042	ENSG00000141556
TBCE	29.679875	32.747363	32.795639	32.747363	ENSG00000116957	protein_coding	chr1	235367360	235448968	chr1:235367360	TBCE	protein_coding	chr1	235328570	235448952	chr1:235328570	ENSG00000285053
TBCEL	12.78621	14.98623	14.93785	14.93785	ENSG00000154114	protein_coding	chr11	121024072	121090775	chr11:121024072	TBCEL	protein_coding	chr11	121024072	121090776	chr11:121024072	ENSG00000154114
TBCK	4.70917712216	4.63234000961839	4.665264	4.665264	ENSG00000145348	protein_coding	chr4	106041599	106321495	chr4:106041599	TBCK	protein_coding	chr4	106041599	106316683	chr4:106041599	ENSG00000145348
TBK1	33.416	38.098	38.3337	38.098	ENSG00000183735	protein_coding	chr12	64451880	64502108	chr12:64451880	TBK1	protein_coding	chr12	64452090	64502114	chr12:64452090	ENSG00000183735
TBKBP1	7.41464	8.33132	8.17597	8.17597	ENSG00000198933	protein_coding	chr17	47694081	47712050	chr17:47694081	TBKBP1	protein_coding	chr17	47694161	47712052	chr17:47694161	ENSG00000198933
TBL1X	30.388592	33.8887127	33.759921	33.759921	ENSG00000101849	protein_coding	chrX	9463295	9719743	chrX:9463295	TBL1X	protein_coding	chrX	9463320	9741037	chrX:9463320	ENSG00000101849
TBL1XR1	132.3526	151.3773	150.5189	150.5189	ENSG00000177565	protein_coding	chr3	177019355	177197396	chr3:177019355	TBL1XR1	protein_coding	chr3	177019340	177228000	chr3:177019340	ENSG00000177565
TBL2	31.23845	31.42232	33.31243	31.42232	ENSG00000106638	protein_coding	chr7	73568932	73578791	chr7:73568932	TBL2	protein_coding	chr7	73567537	73578791	chr7:73567537	ENSG00000106638
TBL3	10.20047	11.63135	11.9162	11.63135	ENSG00000183751	protein_coding	chr16	1972037	1982933	chr16:1972037	TBL3	protein_coding	chr16	1972053	1982929	chr16:1972053	ENSG00000183751
TBP	10.411190002805	9.820036	10.24703	10.24703	ENSG00000112592	protein_coding	chr6	170554302	170572870	chr6:170554302	TBP	protein_coding	chr6	170554302	170572870	chr6:170554302	ENSG00000112592
TBPL1	29.2496	32.45456	33.77509	32.45456	ENSG00000028839	protein_coding	chr6	133952170	133990432	chr6:133952170	TBPL1	protein_coding	chr6	133952170	133990432	chr6:133952170	ENSG00000028839
TBRG1	63.6399	70.6226	73.5476	70.6226	ENSG00000154144	protein_coding	chr11	124622836	124635398	chr11:124622836	TBRG1	protein_coding	chr11	124622836	124635926	chr11:124622836	ENSG00000154144
TBRG4	54.335956	54.60088	58.431906	54.60088	ENSG00000136270	protein_coding	chr7	45100100	45112047	chr7:45100100	TBRG4	protein_coding	chr7	45100100	45112047	chr7:45100100	ENSG00000136270
TBX1	19.67503	22.195617	22.892523	22.195617	ENSG00000184058	protein_coding	chr22	19756703	19783593	chr22:19756703	TBX1	protein_coding	chr22	19756703	19783593	chr22:19756703	ENSG00000184058
TBX10	1.11468	1.09948	1.07683	1.09948	ENSG00000167800	protein_coding	chr11	67631303	67639560	chr11:67631303	TBX10	protein_coding	chr11	67631303	67639763	chr11:67631303	ENSG00000167800
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TBX3	91.2677	103.2755073	109.58084	103.2755073	ENSG00000135111	protein_coding	chr12	114670254	114684164	chr12:114670254	TBX3	protein_coding	chr12	114670255	114684175	chr12:114670255	ENSG00000135111
TBX6	1.014957	0.9953504	1.211358	1.014957	ENSG00000149922	protein_coding	chr16	30085793	30091887	chr16:30085793	TBX6	protein_coding	chr16	30085793	30091924	chr16:30085793	ENSG00000149922
TBXAS1	1.9145955	2.0998375	1.9022204	1.9145955	ENSG00000059377	protein_coding	chr7	139777051	140020325	chr7:139777051	TBXAS1	protein_coding	chr7	139777051	140020325	chr7:139777051	ENSG00000059377
TC2N	50.63771	57.15779	59.47746	57.15779	ENSG00000165929	protein_coding	chr14	91779751	91867536	chr14:91779751	TC2N	protein_coding	chr14	91779746	91867536	chr14:91779746	ENSG00000165929
TCAF1	40.77119	45.11339	45.57332	45.11339	ENSG00000198420	protein_coding	chr7	143851375	143902198	chr7:143851375	TCAF1	protein_coding	chr7	143851375	143902198	chr7:143851375	ENSG00000198420
TCAIM	26.005721	30.695867	31.959613	30.695867	ENSG00000179152	protein_coding	chr3	44338119	44409451	chr3:44338119	TCAIM	protein_coding	chr3	44338119	44409451	chr3:44338119	ENSG00000179152
TCEA1	93.59803	105.03034	103.950218627168	103.950218627168	ENSG00000187735	protein_coding	chr8	53966552	54022529	chr8:53966552	TCEA1	protein_coding	chr8	53966552	54022456	chr8:53966552	ENSG00000187735
TCEA2	7.497543	8.281533	7.905984	7.905984	ENSG00000171703	protein_coding	chr20	64049836	64072347	chr20:64049836	TCEA2	protein_coding	chr20	64049836	64072347	chr20:64049836	ENSG00000171703
TCEA3	11.321258	11.2592954	12.454795	11.321258	ENSG00000204219	protein_coding	chr1	23381061	23424740	chr1:23381061	TCEA3	protein_coding	chr1	23380909	23424748	chr1:23380909	ENSG00000204219
TCEAL1	16.34248	19.07244	19.28236	19.07244	ENSG00000172465	protein_coding	chrX	103628704	103630953	chrX:103628704	TCEAL1	protein_coding	chrX	103628704	103630953	chrX:103628704	ENSG00000172465
TCEAL3	21.423579	24.284064	26.188664	24.284064	ENSG00000196507	protein_coding	chrX	103607451	103629690	chrX:103607451	TCEAL3	protein_coding	chrX	103607451	103629690	chrX:103607451	ENSG00000196507
TCEAL4	97.032278	113.707282	103.915289	103.915289	ENSG00000133142	protein_coding	chrX	103576231	103587736	chrX:103576231	TCEAL4	protein_coding	chrX	103576231	103587729	chrX:103576231	ENSG00000133142
TCEAL8	66.01538	71.4232	70.73391	70.73391	ENSG00000180964	protein_coding	chrX	103252995	103255203	chrX:103252995	TCEAL8	protein_coding	chrX	103252995	103255192	chrX:103252995	ENSG00000180964
TCEANC	2.61722	2.063504	2.9175	2.61722	ENSG00000176896	protein_coding	chrX	13653189	13681964	chrX:13653189	TCEANC	protein_coding	chrX	13653112	13681964	chrX:13653112	ENSG00000176896
TCEANC2	3.39433	5.1684	4.35794	4.35794	ENSG00000116205	protein_coding	chr1	54053587	54112519	chr1:54053587	TCEANC2	protein_coding	chr1	54053584	54112519	chr1:54053584	ENSG00000116205
TCEB1	179.5528652	198.440011	191.217697	191.217697	ENSG00000154582	protein_coding	chr8	73939169	73972287	chr8:73939169	ELOC	protein_coding	chr8	73939169	73972307	chr8:73939169	ENSG00000154582
TCEB2	142.84698	147.28521	165.66752	147.28521	ENSG00000103363	protein_coding	chr16	2771414	2777297	chr16:2771414	ELOB	protein_coding	chr16	2771414	2777289	chr16:2771414	ENSG00000103363
TCEB3	34.1849	35.00232	34.82562	34.82562	ENSG00000011007	protein_coding	chr1	23743155	23762059	chr1:23743155	ELOA	protein_coding	chr1	23743448	23762059	chr1:23743448	ENSG00000011007
TCEB3-AS1	5.41625	5.24928	5.1516	5.24928	ENSG00000236810	antisense	chr1	23760382	23778287	chr1:23760382	ELOA-AS1	lncRNA	chr1	23706901	23778325	chr1:23706901	ENSG00000236810
TCERG1	32.9385	38.1705	38.437	38.1705	ENSG00000113649	protein_coding	chr5	146447311	146511961	chr5:146447311	TCERG1	protein_coding	chr5	146447311	146511961	chr5:146447311	ENSG00000113649
TCERG1L	1.52593	1.69859	1.66557	1.66557	ENSG00000176769	protein_coding	chr10	131092391	131311721	chr10:131092391	TCERG1L	protein_coding	chr10	131092391	131311721	chr10:131092391	ENSG00000176769
TCF12	24.68027	27.620487	27.639531	27.620487	ENSG00000140262	protein_coding	chr15	56918623	57299281	chr15:56918623	TCF12	protein_coding	chr15	56918623	57299281	chr15:56918623	ENSG00000140262
TCF19	25.55656	26.042	26.59457	26.042	ENSG00000137310	protein_coding	chr6	31158542	31167159	chr6:31158542	TCF19	protein_coding	chr6	31158547	31167159	chr6:31158547	ENSG00000137310
TCF20	15.39472	15.88381	16.05218	15.88381	ENSG00000100207	protein_coding	chr22	42160013	42343616	chr22:42160013	TCF20	protein_coding	chr22	42160013	42343616	chr22:42160013	ENSG00000100207
TCF25	37.70729	40.78483	42.7804	40.78483	ENSG00000141002	protein_coding	chr16	89873586	89911384	chr16:89873586	TCF25	protein_coding	chr16	89873570	89913627	chr16:89873570	ENSG00000141002
TCF3	22.5616674	24.91738	25.26883	24.91738	ENSG00000071564	protein_coding	chr19	1609290	1652605	chr19:1609290	TCF3	protein_coding	chr19	1609291	1652615	chr19:1609291	ENSG00000071564
TCF4	3.6034642	3.5964786807	3.9737399	3.6034642	ENSG00000196628	protein_coding	chr18	55222331	55664787	chr18:55222331	TCF4	protein_coding	chr18	55222185	55664787	chr18:55222185	ENSG00000196628
TCF7L2	6.35299378463484	6.57335484902205	6.87180568	6.57335484902205	ENSG00000148737	protein_coding	chr10	112950250	113167678	chr10:112950250	TCF7L2	protein_coding	chr10	112950247	113167678	chr10:112950247	ENSG00000148737
TCFL5	14.01132	16.19363	15.5943	15.5943	ENSG00000101190	protein_coding	chr20	62841115	62861763	chr20:62841115	TCFL5	protein_coding	chr20	62841005	62861822	chr20:62841005	ENSG00000101190
TCHP	10.30995	11.331165	11.361793	11.331165	ENSG00000139437	protein_coding	chr12	109900264	109983841	chr12:109900264	TCHP	protein_coding	chr12	109900264	109983841	chr12:109900264	ENSG00000139437
TCIRG1	7.58572	8.45984	8.78411	8.45984	ENSG00000110719	protein_coding	chr11	68039016	68050895	chr11:68039016	TCIRG1	protein_coding	chr11	68039025	68050895	chr11:68039025	ENSG00000110719
TCL6	2.0863909	2.6925725	2.628737	2.628737	ENSG00000187621	processed_transcript	chr14	95650498	95679833	chr14:95650498	TCL6	lncRNA	chr14	95650498	95679833	chr14:95650498	ENSG00000187621
TCOF1	32.457086	34.963797	36.84636	34.963797	ENSG00000070814	protein_coding	chr5	150357639	150400308	chr5:150357639	TCOF1	protein_coding	chr5	150357629	150400308	chr5:150357629	ENSG00000070814
TCP1	380.59507	418.109568	426.31179	418.109568	ENSG00000120438	protein_coding	chr6	159778498	159789749	chr6:159778498	TCP1	protein_coding	chr6	159778498	159789703	chr6:159778498	ENSG00000120438
TCP11L1	5.656235	5.878367	6.283252	5.878367	ENSG00000176148	protein_coding	chr11	33039417	33105943	chr11:33039417	TCP11L1	protein_coding	chr11	33039417	33105943	chr11:33039417	ENSG00000176148
TCTA	22.8175	22.8462	23.5312	22.8462	ENSG00000145022	protein_coding	chr3	49412206	49416475	chr3:49412206	TCTA	protein_coding	chr3	49412212	49416476	chr3:49412212	ENSG00000145022
TCTE3	1.4267	1.40564	1.28738	1.40564	ENSG00000184786	protein_coding	chr6	169740114	169751587	chr6:169740114	DYNLT2	protein_coding	chr6	169740109	169751587	chr6:169740109	ENSG00000184786
TCTEX1D2	18.155	17.8162	18.4783	18.155	ENSG00000213123	protein_coding	chr3	196291219	196318299	chr3:196291219	DYNLT2B	protein_coding	chr3	196291219	196318299	chr3:196291219	ENSG00000213123
TCTN1	9.316361	10.29389609	10.697796	10.29389609	ENSG00000204852	protein_coding	chr12	110614027	110649430	chr12:110614027	TCTN1	protein_coding	chr12	110614027	110663431	chr12:110614027	ENSG00000204852
TCTN2	4.75913	4.61729	4.86696	4.75913	ENSG00000168778	protein_coding	chr12	123671113	123708403	chr12:123671113	TCTN2	protein_coding	chr12	123671110	123708399	chr12:123671110	ENSG00000168778
TCTN3	31.00434459	31.9364305	33.011764	31.9364305	ENSG00000119977	protein_coding	chr10	95663396	95694143	chr10:95663396	TCTN3	protein_coding	chr10	95659823	95694143	chr10:95659823	ENSG00000119977
TDG	42.017066	48.925606	48.25533	48.25533	ENSG00000139372	protein_coding	chr12	103965804	103988874	chr12:103965804	TDG	protein_coding	chr12	103965822	103988874	chr12:103965822	ENSG00000139372
TDP1	25.04164	27.2252	29.14246	27.2252	ENSG00000042088	protein_coding	chr14	89954939	90044768	chr14:89954939	TDP1	protein_coding	chr14	89954939	90044764	chr14:89954939	ENSG00000042088
TDP2	31.318507	35.95622	35.47918	35.47918	ENSG00000111802	protein_coding	chr6	24649977	24667033	chr6:24649977	TDP2	protein_coding	chr6	24649979	24666930	chr6:24649979	ENSG00000111802
TDRD3	11.098643	11.491175	12.40657	11.491175	ENSG00000083544	protein_coding	chr13	60396457	60573878	chr13:60396457	TDRD3	protein_coding	chr13	60396457	60573878	chr13:60396457	ENSG00000083544
TDRD7	1.4864	1.72072	1.73998	1.72072	ENSG00000196116	protein_coding	chr9	97411950	97496125	chr9:97411950	TDRD7	protein_coding	chr9	97412096	97496125	chr9:97412096	ENSG00000196116
TDRKH	11.518926	11.600369	11.647127	11.600369	ENSG00000182134	protein_coding	chr1	151770107	151791416	chr1:151770107	TDRKH	protein_coding	chr1	151770107	151791416	chr1:151770107	ENSG00000182134
TDRP	10.17555669	12.366278	11.55391	11.55391	ENSG00000180190	protein_coding	chr8	489792	545781	chr8:489792	TDRP	protein_coding	chr8	489803	545781	chr8:489803	ENSG00000180190
TEAD1	9.78805199797	10.6888906	10.707131	10.6888906	ENSG00000187079	protein_coding	chr11	12674591	12944483	chr11:12674591	TEAD1	protein_coding	chr11	12674421	12944737	chr11:12674421	ENSG00000187079
TEAD2	3.989756	3.685788	4.20230300047955	3.989756	ENSG00000074219	protein_coding	chr19	49340595	49362457	chr19:49340595	TEAD2	protein_coding	chr19	49340595	49362457	chr19:49340595	ENSG00000074219
TEAD3	8.26451	8.89278	8.42603	8.42603	ENSG00000007866	protein_coding	chr6	35473597	35497076	chr6:35473597	TEAD3	protein_coding	chr6	35473597	35497079	chr6:35473597	ENSG00000007866
TEAD4	16.95839	18.09084	17.72024	17.72024	ENSG00000197905	protein_coding	chr12	2959330	3040673	chr12:2959330	TEAD4	protein_coding	chr12	2959330	3040676	chr12:2959330	ENSG00000197905
TEC	1.14168	1.05	1.14224	1.14168	ENSG00000135605	protein_coding	chr4	48135783	48269864	chr4:48135783	TEC	protein_coding	chr4	48135783	48269838	chr4:48135783	ENSG00000135605
TECPR1	10.4028	10.639	10.415	10.415	ENSG00000205356	protein_coding	chr7	98214624	98252251	chr7:98214624	TECPR1	protein_coding	chr7	98214624	98252232	chr7:98214624	ENSG00000205356
TECPR2	3.7852	4.19841	4.08429	4.08429	ENSG00000196663	protein_coding	chr14	102362963	102502481	chr14:102362963	TECPR2	protein_coding	chr14	102362941	102502477	chr14:102362941	ENSG00000196663
TECR	61.80612	65.060872	70.708123	65.060872	ENSG00000099797	protein_coding	chr19	14517085	14565980	chr19:14517085	TECR	protein_coding	chr19	14517085	14565980	chr19:14517085	ENSG00000099797
TEF	5.70006	5.63267	5.54645	5.63267	ENSG00000167074	protein_coding	chr22	41367333	41399326	chr22:41367333	TEF	protein_coding	chr22	41367333	41399326	chr22:41367333	ENSG00000167074
TEFM	16.0806	17.07725	17.42846	17.07725	ENSG00000172171	protein_coding	chr17	30897336	30906820	chr17:30897336	TEFM	protein_coding	chr17	30897336	30906238	chr17:30897336	ENSG00000172171
TELO2	19.8389	20.1852	20.982	20.1852	ENSG00000100726	protein_coding	chr16	1493344	1510457	chr16:1493344	TELO2	protein_coding	chr16	1493344	1510457	chr16:1493344	ENSG00000100726
TEN1	16.12044	18.10264	17.787446	17.787446	ENSG00000257949	protein_coding	chr17	75979220	76000586	chr17:75979220	TEN1	protein_coding	chr17	75979240	76000586	chr17:75979240	ENSG00000257949
TEN1-CDK3	4.174	2.21538	2.39933	2.39933	ENSG00000261408	protein_coding	chr17	75979231	76005999	chr17:75979231	TEN1-CDK3	protein_coding	chr17	75979231	76005999	chr17:75979231	ENSG00000261408
TENM1	19.58115	22.64473	22.2258	22.2258	ENSG00000009694	protein_coding	chrX	124375903	124963817	chrX:124375903	TENM1	protein_coding	chrX	124375903	125204312	chrX:124375903	ENSG00000009694
TEP1	2.24754	2.343185	2.52704	2.343185	ENSG00000129566	protein_coding	chr14	20365667	20413429	chr14:20365667	TEP1	protein_coding	chr14	20365667	20413501	chr14:20365667	ENSG00000129566
TERF1	29.1229	33.9512	33.8712	33.8712	ENSG00000147601	protein_coding	chr8	73008864	73048122	chr8:73008864	TERF1	protein_coding	chr8	73008856	73048123	chr8:73008856	ENSG00000147601
TERF2	16.53615	17.96539	18.55731	17.96539	ENSG00000132604	protein_coding	chr16	69355561	69408571	chr16:69355561	TERF2	protein_coding	chr16	69355567	69408571	chr16:69355567	ENSG00000132604
TERF2IP	51.9064	59.5442	59.8499	59.5442	ENSG00000166848	protein_coding	chr16	75647786	75761872	chr16:75647786	TERF2IP	protein_coding	chr16	75647773	75761872	chr16:75647773	ENSG00000166848
TERT	2.832925	2.847707	3.010313	2.847707	ENSG00000164362	protein_coding	chr5	1253147	1295069	chr5:1253147	TERT	protein_coding	chr5	1253147	1295068	chr5:1253147	ENSG00000164362
TES	21.426733	23.660675	24.442877	23.660675	ENSG00000135269	protein_coding	chr7	116210493	116258783	chr7:116210493	TES	protein_coding	chr7	116210506	116258783	chr7:116210506	ENSG00000135269
TESC	1.714388	2.331014	1.8543	1.8543	ENSG00000088992	protein_coding	chr12	117038923	117099479	chr12:117038923	TESC	protein_coding	chr12	117038923	117099479	chr12:117038923	ENSG00000088992
TESK1	12.52908	13.90755	14.26905	13.90755	ENSG00000107140	protein_coding	chr9	35605305	35610041	chr9:35605305	TESK1	protein_coding	chr9	35605262	35610041	chr9:35605262	ENSG00000107140
TESK2	4.405197	4.500692	4.692532	4.500692	ENSG00000070759	protein_coding	chr1	45343883	45491166	chr1:45343883	TESK2	protein_coding	chr1	45343883	45491163	chr1:45343883	ENSG00000070759
TET2	4.699079	5.0728833659074	5.601561	5.0728833659074	ENSG00000168769	protein_coding	chr4	105145875	105279816	chr4:105145875	TET2	protein_coding	chr4	105145875	105279816	chr4:105145875	ENSG00000168769
