Gene	gene_id.107	gene_type.107	chr	start	stop	gene_name.84	gene_id.84	gene_type.84	Balaton.consensus.calls	Carrel_hybrids	Carrel_SNPs	Cotton_AI	Cotton_DNAm	Balaton_only_methylation_data	num_inf_females	pct_females_escape	Cotton_XCI_status	Cotton_AR	Cotton_AR_SD	Cotton_p.val	Cotton_p.adj	Cotton_myCall	total_count	Tuk_Skew_AR	Tuk_skew_padj	Y014	Y035	Y117	Tuk_SC_inf_samples	Tuk_SC_sig_samples	Tuk_SC_pct_sig	Tuk_AR	Tuk_myCall	Garieri_XCI_status	num_inf_samples	num_sig_samples	pct_sig_samples	Garieri_AR	Garieri_myCall	Sauteraud_AR	Sauteraud_XCI.status	Sauteraud_AR_p.adj	Sauteraud_myCall	SanRoman_LCL_AR	SanRoman_LCL_padj	SanRoman_LCL_myCall	SanRoman_fib_AR	SanRoman_fib_padj	SanRoman_fib_myCall	Avg_AR	num_studies_XCI_calls	num_studies_Esc	pct_studies_Esc	num_studies_Subject	pct_studies_Subject	Final_XCI_Call	Diff_from_Balaton
RPL36A	ENSG00000241343	protein_coding	chrX	101390824	101396155	RPL36A	ENSG00000241343	protein_coding	S	0.22	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.214285714285714	NA	0	2	1	0.5	0.107142857142857	Escape	inactivated gene	3	0	0	0.00100242421417011	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0540726406785136	2	1	0.5	1	0.5	Subject	FALSE
RPL36A-HNRNPH2	ENSG00000257529	protein_coding	chrX	101391011	101412297	RPL36A-HNRNPH2	ENSG00000257529	protein_coding	S	NA	NA	NA	all F S	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
RPL39	ENSG00000198918	protein_coding	chrX	119786504	119791630	RPL39	ENSG00000198918	protein_coding	S	0	NA	S	all F S or S+U	FALSE	6	0	subject	0.0441	0.0882800543724345	0.358091167226904	0.420075569325101	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0694168828528492	S	0.367520512521026	Subject	NA	NA	NA	NA	NA	NA	0.0567584414264246	2	0	0	2	1	Subject	FALSE
RPS4X	ENSG00000198034	protein_coding	chrX	72255679	72277248	RPS4X	ENSG00000198034	protein_coding	Mostly E	1	NA	E	E or E+U and VE	FALSE	19	0.947368421052632	escape	0.5967	0.203484288227754	4.06106735341425e-09	8.8702260614048e-08	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.617896161641313	E	2.52215217142568e-32	Escape	0.633038008713722	1.48758005585254e-08	Escape	0.490367712537801	0.00646444415302985	Escape	0.584500470723209	4	4	1	0	0	Escape	FALSE
RPS6KA3	ENSG00000177189	protein_coding	chrX	20149911	20267519	RPS6KA3	ENSG00000177189	protein_coding	S	0	NA	S	all F S or S+U	FALSE	48	0.0625	subject	0.0335270833333333	0.0948899692916123	0.225406422252605	0.398220556633354	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.00763304753178179	Subject	0.0153334719547047	S	0.210478009362014	Subject	0.0404881605634652	0.150075202169044	Subject	0.0230044836073488	0.130077152138365	Subject	0.0239972493981268	5	0	0	5	1	Subject	FALSE
RPS6KA6	ENSG00000072133	protein_coding	chrX	84058346	84206356	RPS6KA6	ENSG00000072133	protein_coding	S	0	NA	S	all F S or S+U	FALSE	31	0.161290322580645	subject	0.0638483870967742	0.130844220025107	0.162859425099455	0.346454137346093	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0319241935483871	2	0	0	2	1	Subject	FALSE
RRAGB	ENSG00000083750	protein_coding	chrX	55717749	55758774	RRAGB	ENSG00000083750	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	15	0	subject	0.0109333333333333	0.0199007776828181	0.382024821810864	0.426574251174677	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.000944279967739159	Subject	NA	NA	NA	NA	0.0649145658092818	0.183819090793253	Subject	NA	NA	NA	0.0255973930367848	3	0	0	3	1	Subject	FALSE
RS1	ENSG00000102104	protein_coding	chrX	18639688	18672108	RS1	ENSG00000102104	protein_coding	Discordant	0.22	NA	VE	NA	FALSE	11	0.454545454545455	variable escape	0.200963636363636	0.231651886557081	0.0830525011403455	0.25914878175371	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.200963636363636	1	0	0	1	1	Subject	TRUE
RTL3	ENSG00000179300	protein_coding	chrX	78656068	78659328	ZCCHC5	ENSG00000179300	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
RTL4	ENSG00000187823	protein_coding	chrX	112083016	112457514	ZCCHC16	ENSG00000187823	protein_coding	E	NA	NA	E	NA	FALSE	5	1	escape	0.3455	0.265151541575756	0.0667648367132134	0.230895060299863	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.3455	1	0	0	1	1	Subject	TRUE
RTL5	ENSG00000242732	protein_coding	chrX	72127110	72131901	RGAG4	ENSG00000242732	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
RTL8A	ENSG00000203950	protein_coding	chrX	135050932	135052196	FAM127B	ENSG00000203950	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
RTL8B	ENSG00000212747	protein_coding	chrX	135020513	135022542	FAM127C	ENSG00000212747	protein_coding	No call	NA	NA	NA	too much U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
RTL8C	ENSG00000134590	protein_coding	chrX	135032355	135033546	FAM127A	ENSG00000134590	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
RTL9	ENSG00000243978	protein_coding	chrX	110358848	110456334	RGAG1	ENSG00000243978	protein_coding	VE	NA	NA	VE	NA	FALSE	11	0.545454545454545	variable escape	0.316454545454545	0.294534562873821	0.0265611967203506	0.131224959987446	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.0101394904144507	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.163297017934498	2	0	0	2	1	Subject	TRUE
S100G	ENSG00000169906	protein_coding	chrX	16650158	16654670	S100G	ENSG00000169906	protein_coding	E	1	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Escape	FALSE
SAGE1	ENSG00000181433	protein_coding	chrX	135889205	135913062	SAGE1	ENSG00000181433	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
SASH3	ENSG00000122122	protein_coding	chrX	129779949	129795201	SASH3	ENSG00000122122	protein_coding	S	0.11	NA	S	NA	FALSE	20	0.1	subject	0.03151	0.0475584283304564	0.259083253713267	0.398220556633354	Subject	514	0	1	NA	NA	0	1	0	0	0	Subject	NA	NA	NA	NA	NA	NA	0.0246824175263867	VE	0.000218801132879006	Escape	0	1	Subject	NA	NA	NA	0.0140481043815967	4	1	0.25	3	0.75	Subject	FALSE
SAT1	ENSG00000130066	protein_coding	chrX	23783173	23786210	SAT1	ENSG00000130066	protein_coding	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.0063780807535857	Subject	0.0253377003433624	S	0.0639414936978165	Subject	0.108262842171212	0.115002869002851	Subject	NA	NA	NA	0.0466595410893867	3	0	0	3	1	Subject	FALSE
SATL1	ENSG00000184788	protein_coding	chrX	85092284	85243911	SATL1	ENSG00000184788	protein_coding	S	0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
SCML1	ENSG00000047634	protein_coding	chrX	17737449	17754988	SCML1	ENSG00000047634	protein_coding	S	0	NA	S	all F S or S+U	FALSE	13	0.153846153846154	subject	0.0428538461538461	0.105881369272287	0.317448790898918	0.412998523878752	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.0028670158888574	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0228604310213518	2	0	0	2	1	Subject	FALSE
SCML2	ENSG00000102098	protein_coding	chrX	18239313	18354688	SCML2	ENSG00000102098	protein_coding	Mostly S	0	NA	VE	all F S or S+U	FALSE	36	0.555555555555556	variable escape	0.224738888888889	0.153851088074109	0.000293242457892037	0.00320251631645251	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.00206041302890081	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.113399650958895	2	1	0.5	1	0.5	Escape	TRUE
SEPTIN6	ENSG00000125354	protein_coding	chrX	119615724	119693370	SEPT6	ENSG00000125354	protein_coding	Mostly S	0	S	VE	S or S+U and VE and U	FALSE	59	0.423728813559322	variable escape	0.203396610169492	0.242179302317662	0.000749985527872283	0.00726109844751112	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.000866181055725557	Subject	0.222679534661054	VE	2.37834495062713e-12	Escape	NA	NA	NA	NA	NA	NA	0.142314108628757	3	2	0.666666666666667	1	0.333333333333333	Escape	TRUE
SERPINA7	ENSG00000123561	protein_coding	chrX	106032435	106038727	SERPINA7	ENSG00000123561	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
SERTM2	ENSG00000260802	protein_coding	chrX	111511645	111522399	LINC00890	ENSG00000260802	lincRNA	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
SH2D1A	ENSG00000183918	protein_coding	chrX	124227868	124373197	SH2D1A	ENSG00000183918	protein_coding	VE	NA	NA	VE	NA	FALSE	13	0.307692307692308	variable escape	0.149153846153846	0.277337353582794	0.153584778591549	0.34486869819573	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.149153846153846	1	0	0	1	1	Subject	TRUE
SH3BGRL	ENSG00000131171	protein_coding	chrX	81202102	81298547	SH3BGRL	ENSG00000131171	protein_coding	Mostly S	0.89	S	S	NA	FALSE	37	0.162162162162162	subject	0.0831918918918919	0.193609940599906	0.125060922209071	0.310780136028529	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.0020559846866024	Subject	0.070544481197153	S	0.00075453650143289	Escape	0.0136539384703783	0.132324591250675	Subject	0.0286898706498693	0.176978487903424	Subject	0.039627233379179	5	1	0.2	4	0.8	Subject	FALSE
SH3KBP1	ENSG00000147010	protein_coding	chrX	19533977	19887600	SH3KBP1	ENSG00000147010	protein_coding	Mostly S	0.44	NA	S	all F S or S+U	FALSE	60	0.1	subject	0.049945	0.0936085329027402	0.103029963369156	0.288901586474322	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.0168040030424269	Subject	0.0292722819201938	S	0.237817883009237	Subject	NA	NA	NA	NA	NA	NA	0.0320070949875402	3	0	0	3	1	Subject	FALSE
SHOX	ENSG00000185960	protein_coding	chrX	624344	659411	SHOX	ENSG00000185960	protein_coding	PAR	1	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	1	0.333333333333333	0.0995375902118578	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0995375902118578	1	1	1	0	0	Escape	FALSE
SHROOM2	ENSG00000146950	protein_coding	chrX	9786429	9949443	SHROOM2	ENSG00000146950	protein_coding	Mostly VE	NA	NA	VE	E or E+U and VE and U	FALSE	11	0.727272727272727	variable escape	0.372818181818182	0.292319653181861	0.0110981797717726	0.0677315383130237	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.00241969519816965	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.187618938508176	2	0	0	2	1	Subject	TRUE
SHROOM4	ENSG00000158352	protein_coding	chrX	50586796	50814302	SHROOM4	ENSG00000158352	protein_coding	Mostly S	0	NA	S	S or S+U and VE and U	FALSE	27	0.185185185185185	subject	0.122277777777778	0.215689192934458	0.0856416779766965	0.263268861928363	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00519747158769412	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0637376246827359	2	0	0	2	1	Subject	FALSE
SLC10A3	ENSG00000126903	protein_coding	chrX	154487306	154490690	SLC10A3	ENSG00000126903	protein_coding	S	0	NA	NA	all F S	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0376798694555707	0.150075202169044	Subject	NA	NA	NA	0.0376798694555707	1	0	0	1	1	Subject	FALSE
SLC16A2	ENSG00000147100	protein_coding	chrX	74421493	74533917	SLC16A2	ENSG00000147100	protein_coding	Mostly S	0	NA	VE	S or S+U and VE and U	FALSE	7	0.285714285714286	variable escape	0.121242857142857	0.165764661062432	0.215383911536385	0.392036505647368	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0.00785059726385695	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0645467272033571	2	0	0	2	1	Subject	FALSE
SLC25A14	ENSG00000102078	protein_coding	chrX	130339888	130373361	SLC25A14	ENSG00000102078	protein_coding	S	0	NA	S	all F S	FALSE	39	0.0512820512820513	subject	0.0315923076923077	0.0613950083030731	0.212944607746681	0.392036505647368	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0315923076923077	1	0	0	1	1	Subject	FALSE
SLC25A43	ENSG00000077713	protein_coding	chrX	119399336	119454478	SLC25A43	ENSG00000077713	protein_coding	Mostly S	0.33	NA	S	S or S+U and VE	FALSE	46	0.0217391304347826	subject	0.0250521739130435	0.0601400356173653	0.244200207119424	0.398220556633354	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	3	0	0	0.00285432827445146	Subject	0.0232986139383941	S	0.0193763788328715	Subject	0.044744198362092	0.132324591250675	Subject	0.000700280014220672	0.211324865405187	Subject	0.0193299189004403	5	0	0	5	1	Subject	FALSE
SLC25A5	ENSG00000005022	protein_coding	chrX	119468422	119471396	SLC25A5	ENSG00000005022	protein_coding	S	0	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00636273840015574	S	0.424039206624282	Subject	NA	NA	NA	0	1	Subject	0.00318136920007787	2	0	0	2	1	Subject	FALSE
SLC25A5-AS1	ENSG00000224281	lncRNA	chrX	119465986	119469128	SLC25A5-AS1	ENSG00000224281	processed_transcript	Mostly S	NA	NA	NA	S or S+U and VE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
SLC25A53	ENSG00000269743	protein_coding	chrX	104099214	104157009	SLC25A53	ENSG00000269743	protein_coding	Mostly S	0	NA	S	S or S+U and VE	FALSE	29	0	subject	0.00594137931034483	0.0187193085426591	0.407549878885967	0.43342936723191	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00594137931034483	1	0	0	1	1	Subject	FALSE
SLC25A6	ENSG00000169100	protein_coding	chrX	1386152	1392113	SLC25A6	ENSG00000169100	protein_coding	PAR	1	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	4477	0.967912087912088	0	0.978328173374613	0.954641350210971	0.571428571428571	3	3	1	0.868077545731561	Escape	NA	NA	NA	NA	NA	NA	0.846954674077273	E	5.77382520930252e-48	Escape	0.821591432138613	7.16004308280642e-07	Escape	NA	NA	NA	0.845541217315816	3	3	1	0	0	Escape	FALSE
SLC35A2	ENSG00000102100	protein_coding	chrX	48903180	48911958	SLC35A2	ENSG00000102100	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
SLC38A5	ENSG00000017483	protein_coding	chrX	48458537	48470260	SLC38A5	ENSG00000017483	protein_coding	S	0.11	NA	S	NA	FALSE	5	0.2	subject	0.09052	0.0818981501622595	0.239695677401719	0.398220556633354	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	2	0	0	0	Subject	0.0127295997870552	S	0.546989279344366	Subject	NA	NA	NA	NA	NA	NA	0.0344165332623517	3	0	0	3	1	Subject	FALSE
SLC6A14	ENSG00000268104	protein_coding	chrX	116436606	116461458	SLC6A14	ENSG00000268104	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
SLC6A8	ENSG00000130821	protein_coding	chrX	153687926	153696588	SLC6A8	ENSG00000130821	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
SLC7A3	ENSG00000165349	protein_coding	chrX	70925579	70931125	SLC7A3	ENSG00000165349	protein_coding	Mostly S	NA	NA	NA	S or S+U and VE and U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
SLC9A6	ENSG00000198689	protein_coding	chrX	135973841	136047269	SLC9A6	ENSG00000198689	protein_coding	S	0	NA	S	all F S or S+U	FALSE	14	0.142857142857143	subject	0.0985785714285714	0.191111643482874	0.199410435807032	0.380552963129305	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0203813644979808	S	0.0703678987416791	Subject	0.0839152731756625	0.158976600249026	Subject	NA	NA	NA	0.0676250697007382	3	0	0	3	1	Subject	FALSE
SLC9A7	ENSG00000065923	protein_coding	chrX	46599251	46759118	SLC9A7	ENSG00000065923	protein_coding	S	0.11	NA	S	all F S or S+U	FALSE	48	0.0208333333333333	subject	0.0151416666666667	0.0383716641537617	0.29613950234373	0.411211945929732	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	5	0	0	0.0105349205497521	Subject	0.0256451400792129	S	0.0962516962096358	Subject	0.0294189494527215	0.182216999326945	Subject	0	1	Subject	0.0161481353496706	5	0	0	5	1	Subject	FALSE
SLITRK2	ENSG00000185985	protein_coding	chrX	145817829	145829856	SLITRK2	ENSG00000185985	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
SLITRK4	ENSG00000179542	protein_coding	chrX	143622790	143636101	SLITRK4	ENSG00000179542	protein_coding	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
SMARCA1	ENSG00000102038	protein_coding	chrX	129446501	129523500	SMARCA1	ENSG00000102038	protein_coding	Mostly S	0	NA	VE	all F S	FALSE	14	0.357142857142857	variable escape	0.109064285714286	0.174718532358335	0.164461361583567	0.346454137346093	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inactivated gene	4	0	0	0.000971926307576254	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.055018106010931	2	0	0	2	1	Subject	FALSE
SMC1A	ENSG00000072501	protein_coding	chrX	53374149	53422728	SMC1A	ENSG00000072501	protein_coding	Mostly E	0.78	E	VE	E or E+U and VE	FALSE	20	0.6	variable escape	0.300225	0.277503361525396	0.00540544402092521	0.0380213435370163	Escape	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , robust set	2	2	1	0.447392683356062	Escape	0.531873215265072	E	6.37547690674502e-18	Escape	0.381158370174425	0.00179952240680143	Escape	0.535863213673708	0.0154354362141513	Escape	0.439302496493853	5	5	1	0	0	Escape	FALSE
SMIM10	ENSG00000184785	protein_coding	chrX	134990991	134992473	SMIM10	ENSG00000184785	protein_coding	Mostly S	0	NA	NA	S or S+U and VE and U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	Subject	FALSE
SMIM10L2A	ENSG00000178947	protein_coding	chrX	135421944	135428075	SMIM10L2A	ENSG00000178947	protein_coding	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
SMIM10L2B	ENSG00000196972	protein_coding	chrX	135094985	135098712	SMIM10L2B	ENSG00000196972	protein_coding	S	NA	NA	NA	all F S or S+U	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	TRUE
SMIM10L2B-AS1	ENSG00000228372	lncRNA	chrX	135059685	135123952	RP11-85L21.4	ENSG00000228372	lincRNA	No call	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
SMIM9	ENSG00000203870	protein_coding	chrX	154823348	154834662	SMIM9	ENSG00000203870	protein_coding	No call	NA	NA	NA	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	0	NA	No call	FALSE
SMPX	ENSG00000091482	protein_coding	chrX	21705978	21758116	SMPX	ENSG00000091482	protein_coding	S	NA	NA	S	NA	FALSE	8	0.125	subject	0.06175	0.125750012780459	0.311174264100217	0.412998523878752	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.06175	1	0	0	1	1	Subject	FALSE
SMS	ENSG00000102172	protein_coding	chrX	21940709	21994837	SMS	ENSG00000102172	protein_coding	S	0	NA	S	all F S or S+U	FALSE	39	0.0256410256410256	subject	0.0186923076923077	0.0916956131207325	0.349934633169998	0.420075569325101	Subject	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	escapee , relaxed set	5	1	0.2	0.0329608784761246	Subject	0.0273427911117612	S	0.197138416684172	Subject	0.0476190476190477	0.211324865405187	Subject	NA	NA	NA	0.0316537562248103	4	0	0	4	1	Subject	FALSE
SNX12	ENSG00000147164	protein_coding	chrX	71056332	71073426	SNX12	ENSG00000147164	protein_coding	S	0	NA	NA	all F S or S+U	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	162	0	1	NA	NA	0.0465116279069767	1	0	0	0.0232558139534884	Subject	inactivated gene	4	0	0	0.00576894857381233	Subject	0.0151156833042626	S	0.034855630710024	Subject	0.0356198087953484	0.145330540238299	Subject	NA	NA	NA	0.0199400636567279	4	0	0	4	1	Subject	FALSE
