baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	Gene	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
PPIL1	967.923338437619	0.0134341901430032	0.0704635677975932	0.190654412810787	0.848796356752646	0.955422872417149	ENSG00000137168	PPIL1	protein_coding	chr6	36854827	36875024	chr6:36854827	PPIL1	protein_coding	chr6	36854827	36874803	chr6:36854827	ENSG00000137168
CTD-3131K8.2	58.8232541874443	-0.0347656683413233	0.18262192716026	-0.190369628017421	0.849019495778866	0.955455018511725	ENSG00000269439	CTD-3131K8.2	lincRNA	chr19	17488990	17511889	chr19:17488990	PGLS-DT	lncRNA	chr19	17488990	17511889	chr19:17488990	ENSG00000269439
HSPB11	459.050930046453	0.014654126826567	0.0769742752527766	0.190376937989271	0.849013768004275	0.955455018511725	ENSG00000081870	HSPB11	protein_coding	chr1	53916574	53945929	chr1:53916574	HSPB11	protein_coding	chr1	53916574	53945699	chr1:53916574	ENSG00000081870
SPATC1L	194.722946690898	0.0220911704947884	0.115975716814786	0.190480999829199	0.848932230557208	0.955455018511725	ENSG00000160284	SPATC1L	protein_coding	chr21	46161148	46184476	chr21:46161148	SPATC1L	protein_coding	chr21	46161148	46184476	chr21:46161148	ENSG00000160284
ENDOD1	4652.07639554232	-0.00899791650972886	0.0473249829479414	-0.190130369822358	0.849206972446222	0.955592996035849	ENSG00000149218	ENDOD1	protein_coding	chr11	95089810	95132645	chr11:95089810	ENDOD1	protein_coding	chr11	95089846	95132645	chr11:95089846	ENSG00000149218
NTF3	431.024561715113	0.0168924354241487	0.0888872449149034	0.190043413318983	0.849275111475511	0.955596674850729	ENSG00000185652	NTF3	protein_coding	chr12	5432112	5521536	chr12:5432112	NTF3	protein_coding	chr12	5432108	5521536	chr12:5432108	ENSG00000185652
C11orf49	593.263818402403	0.016033658514784	0.0845823441065736	0.189562711747284	0.849651809052058	0.955609138080588	ENSG00000149179	C11orf49	protein_coding	chr11	46936689	47164385	chr11:46936689	CSTPP1	protein_coding	chr11	46936689	47164385	chr11:46936689	ENSG00000149179
ERVK3-1	758.650944305402	-0.0128877836142829	0.0679977166289283	-0.189532593934192	0.849675411756129	0.955609138080588	ENSG00000142396	ERVK3-1	protein_coding	chr19	58305319	58315663	chr19:58305319	ERVK3-1	protein_coding	chr19	58305374	58316812	chr19:58305374	ENSG00000142396
MRPL54	735.311967155966	0.0157506385986543	0.0830154450968077	0.189731423836694	0.849519595386789	0.955609138080588	ENSG00000183617	MRPL54	protein_coding	chr19	3762664	3768575	chr19:3762664	MRPL54	protein_coding	chr19	3762682	3768575	chr19:3762682	ENSG00000183617
S100A13	2345.52779772522	-0.0126763284268178	0.0668112277431898	-0.189733505205792	0.849517964318258	0.955609138080588	ENSG00000189171	S100A13	protein_coding	chr1	153618787	153631360	chr1:153618787	S100A13	protein_coding	chr1	153618787	153631360	chr1:153618787	ENSG00000189171
SAR1B	3336.38900111039	-0.010411876646595	0.0549222425137393	-0.189574863844833	0.849642285743963	0.955609138080588	ENSG00000152700	SAR1B	protein_coding	chr5	134601144	134649271	chr5:134601144	SAR1B	protein_coding	chr5	134601149	134649271	chr5:134601149	ENSG00000152700
XPO1	7087.86295333986	0.0149873383648201	0.0791970668747364	0.189241078694557	0.849903873150019	0.95579311057126	ENSG00000082898	XPO1	protein_coding	chr2	61477849	61538626	chr2:61477849	XPO1	protein_coding	chr2	61476032	61538741	chr2:61476032	ENSG00000082898
MOB1B	2664.14770287772	0.00996470369613317	0.0527118007539288	0.189041230874482	0.850060501787146	0.955896278765378	ENSG00000173542	MOB1B	protein_coding	chr4	70902326	71022449	chr4:70902326	MOB1B	protein_coding	chr4	70902326	71022449	chr4:70902326	ENSG00000173542
NCKAP5L	1582.8095574782	-0.0138025248443467	0.0730539605494417	-0.18893602400934	0.8501429589444	0.955900436211979	ENSG00000167566	NCKAP5L	protein_coding	chr12	49791146	49828750	chr12:49791146	NCKAP5L	protein_coding	chr12	49791146	49828750	chr12:49791146	ENSG00000167566
RPGRIP1L	866.708015352384	0.0125454607594479	0.0664234612835956	0.18887092778687	0.850193979719595	0.955900436211979	ENSG00000103494	RPGRIP1L	protein_coding	chr16	53597683	53703938	chr16:53597683	RPGRIP1L	protein_coding	chr16	53598153	53703938	chr16:53598153	ENSG00000103494
COX11	860.900687701876	0.0149519515885805	0.0792196054601163	0.188740546001686	0.85029617155632	0.955942372219809	ENSG00000166260	COX11	protein_coding	chr17	54951902	54968785	chr17:54951902	COX11	protein_coding	chr17	54951902	54968703	chr17:54951902	ENSG00000166260
CCDC126	120.511357044774	-0.0286556014737562	0.152022563603733	-0.188495712705193	0.85048807604665	0.956017796486771	ENSG00000169193	CCDC126	protein_coding	chr7	23597379	23644708	chr7:23597379	CCDC126	protein_coding	chr7	23597382	23644708	chr7:23597382	ENSG00000169193
CTTNBP2NL	3593.27245387622	0.0067869733234376	0.036083668311744	0.188089893322422	0.850806183662927	0.956077953431885	ENSG00000143079	CTTNBP2NL	protein_coding	chr1	112396181	112463456	chr1:112396181	CTTNBP2NL	protein_coding	chr1	112396214	112463456	chr1:112396214	ENSG00000143079
ABLIM3	2114.29276154356	-0.0104332137939093	0.0555382087479452	-0.187856505082104	0.850989139540516	0.956137671769609	ENSG00000173210	ABLIM3	protein_coding	chr5	149141483	149260542	chr5:149141483	ABLIM3	protein_coding	chr5	149141483	149260542	chr5:149141483	ENSG00000173210
SLC39A1	2869.14788360185	-0.0138156858695548	0.0736406782307334	-0.187609432741332	0.851182831291406	0.956177772225645	ENSG00000143570	SLC39A1	protein_coding	chr1	153959099	153968184	chr1:153959099	SLC39A1	protein_coding	chr1	153959099	153968184	chr1:153959099	ENSG00000143570
SOCS6	2132.14769444298	0.0116320512581154	0.062007634609924	0.187590630271417	0.851197571809	0.956177772225645	ENSG00000170677	SOCS6	protein_coding	chr18	70288901	70330200	chr18:70288901	SOCS6	protein_coding	chr18	70289045	70330199	chr18:70289045	ENSG00000170677
FAM110A	121.506699200257	0.0225133039803812	0.120174828725421	0.187337932736483	0.851395683402567	0.956287367298425	ENSG00000125898	FAM110A	protein_coding	chr20	833715	857463	chr20:833715	FAM110A	protein_coding	chr20	833715	857463	chr20:833715	ENSG00000125898
PPHLN1	1756.74485159966	-0.00912469505098838	0.0487241498567499	-0.187272534827497	0.851446956044134	0.956287367298425	ENSG00000134283	PPHLN1	protein_coding	chr12	42238447	42459715	chr12:42238447	PPHLN1	protein_coding	chr12	42238447	42459715	chr12:42238447	ENSG00000134283
APOL3	55.941043552461	-0.0595894184280866	0.318974904442929	-0.186815381392326	0.851805386622557	0.956401660233094	ENSG00000128284	APOL3	protein_coding	chr22	36140330	36166177	chr22:36140330	APOL3	protein_coding	chr22	36140329	36166177	chr22:36140329	ENSG00000128284
ARPC5L	1528.59702133095	-0.00782864062892846	0.0419037367489705	-0.186824403652278	0.851798312434583	0.956401660233094	ENSG00000136950	ARPC5L	protein_coding	chr9	124862130	124877733	chr9:124862130	ARPC5L	protein_coding	chr9	124862130	124877733	chr9:124862130	ENSG00000136950
MIS18BP1	547.024761750725	0.0290914145854774	0.155726022739847	0.186811517263733	0.851808416418314	0.956401660233094	ENSG00000129534	MIS18BP1	protein_coding	chr14	45203190	45253540	chr14:45203190	MIS18BP1	protein_coding	chr14	45203190	45253540	chr14:45203190	ENSG00000129534
STK32C	198.167422573067	-0.0197948261669798	0.105878632669082	-0.186957704949284	0.851693794730861	0.956401660233094	ENSG00000165752	STK32C	protein_coding	chr10	132207492	132331847	chr10:132207492	STK32C	protein_coding	chr10	132207492	132331847	chr10:132207492	ENSG00000165752
AHRR	1644.04017428422	0.0133585296896778	0.0716095790593586	0.18654668642312	0.852016070865349	0.956416119783392	ENSG00000063438	AHRR	protein_coding	chr5	304176	438291	chr5:304176	AHRR	protein_coding	chr5	321714	438291	chr5:321714	ENSG00000063438
SPPL3	1349.62530307921	0.0096839316436529	0.0519048095448983	0.186570988865226	0.851997014839085	0.956416119783392	ENSG00000157837	SPPL3	protein_coding	chr12	120762510	120904371	chr12:120762510	SPPL3	protein_coding	chr12	120762510	120904358	chr12:120762510	ENSG00000157837
AP2M1	25269.3668419685	0.00875549078831485	0.0470198667074872	0.186208328551486	0.852281392944834	0.956425703292021	ENSG00000161203	AP2M1	protein_coding	chr3	184174689	184184091	chr3:184174689	AP2M1	protein_coding	chr3	184174689	184184214	chr3:184174689	ENSG00000161203
CYBA	1647.38318442336	0.0166626315062291	0.0897440984077417	0.185668270135429	0.852704912387123	0.956425703292021	ENSG00000051523	CYBA	protein_coding	chr16	88643283	88651152	chr16:88643283	CYBA	protein_coding	chr16	88643275	88651083	chr16:88643275	ENSG00000051523
DUXAP8	57.5553795101936	-0.037589543798559	0.202316403792659	-0.185795828187427	0.852604876197133	0.956425703292021	ENSG00000206195	DUXAP8	processed_transcript	chr22	15784959	15829984	chr22:15784959	DUXAP8	lncRNA	chr22	15784959	15829984	chr22:15784959	ENSG00000206195
FAM187A	63.862328291487	-0.0384535371630056	0.206648742206961	-0.186081641496245	0.852380738435789	0.956425703292021	ENSG00000214447	FAM187A	protein_coding	chr17	44899712	44905390	chr17:44899712	FAM187A	protein_coding	chr17	44899774	44905390	chr17:44899774	ENSG00000214447
FKBP9	15865.3627193366	0.0159590860143873	0.0859284017589896	0.185725390996437	0.852660115601724	0.956425703292021	ENSG00000122642	FKBP9	protein_coding	chr7	32957404	33006931	chr7:32957404	FKBP9	protein_coding	chr7	32957404	33006930	chr7:32957404	ENSG00000122642
FMOD	526.345860563954	-0.0447350317403364	0.240524065392036	-0.185989837097679	0.852452731098714	0.956425703292021	ENSG00000122176	FMOD	protein_coding	chr1	203340628	203351489	chr1:203340628	FMOD	protein_coding	chr1	203340628	203351758	chr1:203340628	ENSG00000122176
KLHL36	439.380580890435	-0.0145380212140567	0.0783528896022944	-0.185545437926401	0.852801244618891	0.956425703292021	ENSG00000135686	KLHL36	protein_coding	chr16	84648525	84667686	chr16:84648525	KLHL36	protein_coding	chr16	84648511	84667686	chr16:84648511	ENSG00000135686
NFIA	390.482237237897	0.0165007530900059	0.0889717465163454	0.185460595482122	0.852867784328219	0.956425703292021	ENSG00000162599	NFIA	protein_coding	chr1	60865259	61462793	chr1:60865259	NFIA	protein_coding	chr1	60865259	61462788	chr1:60865259	ENSG00000162599
NFX1	1974.54225582005	0.00757996332415285	0.0408712603295967	0.185459495572831	0.852868646965175	0.956425703292021	ENSG00000086102	NFX1	protein_coding	chr9	33290511	33371157	chr9:33290511	NFX1	protein_coding	chr9	33290512	33371157	chr9:33290512	ENSG00000086102
PRELID2	87.3199876400587	-0.031181372442961	0.167926934726985	-0.185684163732611	0.85269244785534	0.956425703292021	ENSG00000186314	PRELID2	protein_coding	chr5	145471799	145835369	chr5:145471799	PRELID2	protein_coding	chr5	145471799	145835369	chr5:145471799	ENSG00000186314
RUVBL1	1481.39453155679	-0.0120817527642179	0.0649635454708705	-0.185977422824548	0.852462466419223	0.956425703292021	ENSG00000175792	RUVBL1	protein_coding	chr3	128064778	128153914	chr3:128064778	RUVBL1	protein_coding	chr3	128064778	128153914	chr3:128064778	ENSG00000175792
SMYD3	1034.89064997882	0.0163392221072216	0.088080895735556	0.185502451703904	0.852834957457672	0.956425703292021	ENSG00000185420	SMYD3	protein_coding	chr1	245749342	246507312	chr1:245749342	SMYD3	protein_coding	chr1	245749342	246507312	chr1:245749342	ENSG00000185420
SURF6	965.114749270671	-0.0154368182762755	0.0831312478260664	-0.185692127568849	0.852686202241531	0.956425703292021	ENSG00000148296	SURF6	protein_coding	chr9	133328774	133336398	chr9:133328774	SURF6	protein_coding	chr9	133328776	133336188	chr9:133328776	ENSG00000148296
DGCR11	117.421569051509	0.020636274871769	0.111503011235968	0.185073700190012	0.853171229450122	0.956692196165772	ENSG00000273311	DGCR11	sense_intronic	chr22	19046162	19048375	chr22:19046162	DGCR11	lncRNA	chr22	19046162	19048375	chr22:19046162	ENSG00000273311
ANKEF1	80.9251202792342	0.0344173258619009	0.186753468976341	0.184292832955414	0.853783736106316	0.956723582578894	ENSG00000132623	ANKEF1	protein_coding	chr20	9986126	10058303	chr20:9986126	ANKEF1	protein_coding	chr20	9986126	10058303	chr20:9986126	ENSG00000132623
DSP	31174.9396137267	0.0342723960819402	0.185944975718597	0.184314719714755	0.853766567086881	0.956723582578894	ENSG00000096696	DSP	protein_coding	chr6	7541575	7586717	chr6:7541575	DSP	protein_coding	chr6	7541617	7586714	chr6:7541617	ENSG00000096696
HKR1	375.367957207768	0.0153323578249013	0.0831299616876482	0.184438408410568	0.853669541067907	0.956723582578894	ENSG00000181666	HKR1	protein_coding	chr19	37312837	37369365	chr19:37312837	ZNF875	protein_coding	chr19	37312837	37369365	chr19:37312837	ENSG00000181666
ITFG2	435.693115529646	0.0124591659731601	0.0675443876961479	0.184458937272603	0.853653437678194	0.956723582578894	ENSG00000111203	ITFG2	protein_coding	chr12	2812622	2859791	chr12:2812622	ITFG2	protein_coding	chr12	2812622	2859791	chr12:2812622	ENSG00000111203
PPP1R7	2965.54112147763	0.0109300048719663	0.059218759808144	0.184569972545477	0.853566339690579	0.956723582578894	ENSG00000115685	PPP1R7	protein_coding	chr2	241149576	241183652	chr2:241149576	PPP1R7	protein_coding	chr2	241149576	241183652	chr2:241149576	ENSG00000115685
SYT14	220.14825701917	-0.024090999998168	0.130531452021195	-0.184560882646553	0.853573469897373	0.956723582578894	ENSG00000143469	SYT14	protein_coding	chr1	209938174	210171315	chr1:209938174	SYT14	protein_coding	chr1	209900923	210171389	chr1:209900923	ENSG00000143469
ZCCHC3	447.675958003177	0.0153464531254586	0.083166760527012	0.184526282233564	0.853600610913624	0.956723582578894	ENSG00000247315	ZCCHC3	protein_coding	chr20	296968	300321	chr20:296968	ZCCHC3	protein_coding	chr20	297570	300321	chr20:297570	ENSG00000247315
PRPF4	1496.0608189379	-0.0101656308893046	0.0551889992878891	-0.184196688116709	0.853859157530277	0.956735319812772	ENSG00000136875	PRPF4	protein_coding	chr9	113275343	113292905	chr9:113275343	PRPF4	protein_coding	chr9	113275642	113294009	chr9:113275642	ENSG00000136875
FAM89B	1697.89817075762	-0.0138323623602693	0.0751978608252159	-0.183946221454626	0.854055643950525	0.956882696306297	ENSG00000176973	FAM89B	protein_coding	chr11	65572349	65574198	chr11:65572349	FAM89B	protein_coding	chr11	65572349	65574198	chr11:65572349	ENSG00000176973
ANO6	5807.93341105896	0.00837227156630389	0.0457071495539512	0.183172034309896	0.854663036496143	0.957431132140399	ENSG00000177119	ANO6	protein_coding	chr12	45215987	45440404	chr12:45215987	ANO6	protein_coding	chr12	45215987	45482280	chr12:45215987	ENSG00000177119
RMND5B	494.290070114352	-0.0152525652965025	0.0832760812036156	-0.183156616834658	0.854675133232384	0.957431132140399	ENSG00000145916	RMND5B	protein_coding	chr5	178130996	178150565	chr5:178130996	RMND5B	protein_coding	chr5	178130996	178150568	chr5:178130996	ENSG00000145916
ZNF674	109.345386027411	-0.027998315955315	0.153138537793543	-0.182829981001004	0.854931423654051	0.957591408179987	ENSG00000251192	ZNF674	protein_coding	chrX	46497727	46545457	chrX:46497727	ZNF674	protein_coding	chrX	46497725	46545457	chrX:46497725	ENSG00000251192
B4GALT2	3761.04515284689	-0.0122122069521987	0.0668819802555083	-0.182593381738169	0.855117077649487	0.957636839521831	ENSG00000117411	B4GALT2	protein_coding	chr1	43978943	43991170	chr1:43978943	B4GALT2	protein_coding	chr1	43978943	43991170	chr1:43978943	ENSG00000117411
SEC61A1	31457.9615549959	0.0110834004999795	0.060700630743591	0.182591191626946	0.855118796216833	0.957636839521831	ENSG00000058262	SEC61A1	protein_coding	chr3	128051641	128071683	chr3:128051641	SEC61A1	protein_coding	chr3	128051641	128071705	chr3:128051641	ENSG00000058262
RBMX2	555.065765409027	0.0121299850120558	0.0664781921538052	0.182465626983231	0.855217327200324	0.95767437833432	ENSG00000134597	RBMX2	protein_coding	chrX	130401969	130413343	chrX:130401969	RBMX2	protein_coding	chrX	130401987	130413656	chrX:130401987	ENSG00000134597
CIRBP-AS1	30.5391757117073	0.0369123753339797	0.202864711569334	0.181955624753219	0.85561755079558	0.957841894076795	ENSG00000267493	CIRBP-AS1	antisense	chr19	1267814	1270241	chr19:1267814	CIRBP-AS1	lncRNA	chr19	1267471	1270260	chr19:1267471	ENSG00000267493
CTC-308K20.1	62.6191322521852	-0.032846233458599	0.18041134944911	-0.18206301077452	0.855533276662932	0.957841894076795	ENSG00000204758	CTC-308K20.1	antisense	chr5	172954786	172959392	chr5:172954786	RPL26L1-AS1	lncRNA	chr5	172954786	172959392	chr5:172954786	ENSG00000204758
DTNBP1	256.112509285651	0.0144834981006279	0.0796406073391578	0.181860718853491	0.855692032180478	0.957841894076795	ENSG00000047579	DTNBP1	protein_coding	chr6	15522801	15663058	chr6:15522801	DTNBP1	protein_coding	chr6	15522807	15663058	chr6:15522807	ENSG00000047579
SCG2	183.444624210403	-0.0327046067253039	0.179553122839386	-0.182144460692888	0.855469357698865	0.957841894076795	ENSG00000171951	SCG2	protein_coding	chr2	223596940	223602503	chr2:223596940	SCG2	protein_coding	chr2	223596940	223602361	chr2:223596940	ENSG00000171951
SLC25A37	666.86390009649	-0.0152900538588686	0.0840650207466919	-0.181883662468141	0.855674026098842	0.957841894076795	ENSG00000147454	SLC25A37	protein_coding	chr8	23528805	23575463	chr8:23528805	SLC25A37	protein_coding	chr8	23528956	23575463	chr8:23528956	ENSG00000147454
PLOD1	14289.4766524571	-0.0318397348058069	0.175413287691736	-0.181512673439886	0.855965186411599	0.957898379510464	ENSG00000083444	PLOD1	protein_coding	chr1	11934205	11975538	chr1:11934205	PLOD1	protein_coding	chr1	11934205	11975538	chr1:11934205	ENSG00000083444
RFX8	94.7250586397202	-0.0353477730079898	0.194665489287673	-0.181582123967302	0.85591067862409	0.957898379510464	ENSG00000196460	RFX8	protein_coding	chr2	101397361	101474703	chr2:101397361	RFX8	protein_coding	chr2	101397359	101475112	chr2:101397359	ENSG00000196460
LRP4	782.382314021098	-0.0170844885689243	0.0942462422592113	-0.181275010646427	0.856151719682033	0.957992478741817	ENSG00000134569	LRP4	protein_coding	chr11	46856868	46918642	chr11:46856868	LRP4	protein_coding	chr11	46856717	46918642	chr11:46856717	ENSG00000134569
TAF1C	290.963757200914	-0.016659209382025	0.0920749685664657	-0.180930926628547	0.85642179351189	0.95822189277105	ENSG00000103168	TAF1C	protein_coding	chr16	84177847	84187070	chr16:84177847	TAF1C	protein_coding	chr16	84177847	84187070	chr16:84177847	ENSG00000103168
PARP12	216.902090883494	0.0175621250575808	0.0974480616475463	0.180220363141754	0.856979572688871	0.958700340619666	ENSG00000059378	PARP12	protein_coding	chr7	140023744	140063721	chr7:140023744	PARP12	protein_coding	chr7	140023749	140062951	chr7:140023749	ENSG00000059378
EML2-AS1	17.1382365983336	0.0530379519323365	0.294720223465648	0.179960341060607	0.857183703073918	0.958710282437315	ENSG00000267757	EML2-AS1	processed_transcript	chr19	45641494	45642840	chr19:45641494	EML2-AS1	lncRNA	chr19	45641494	45642840	chr19:45641494	ENSG00000267757
FAM214B	3477.61933217268	-0.00881388281435488	0.0489745540795861	-0.179968617989495	0.857177205122032	0.958710282437315	ENSG00000005238	FAM214B	protein_coding	chr9	35104112	35116341	chr9:35104112	FAM214B	protein_coding	chr9	35104112	35116341	chr9:35104112	ENSG00000005238
RPN2	10227.6896304288	-0.0190871937117941	0.105991071892566	-0.180083033136425	0.857087382445029	0.958710282437315	ENSG00000118705	RPN2	protein_coding	chr20	37178410	37241623	chr20:37178410	RPN2	protein_coding	chr20	37178410	37241619	chr20:37178410	ENSG00000118705
EML3	1171.75559347435	0.0104603811973547	0.0584034999818549	0.179105382393258	0.857854955808143	0.958890826891982	ENSG00000149499	EML3	protein_coding	chr11	62602218	62612765	chr11:62602218	EML3	protein_coding	chr11	62602218	62612775	chr11:62602218	ENSG00000149499
FUNDC2	1339.69539224939	0.0113351208611631	0.0631085828162369	0.179612983770676	0.857456410882752	0.958890826891982	ENSG00000165775	FUNDC2	protein_coding	chrX	155025980	155060303	chrX:155025980	FUNDC2	protein_coding	chrX	155025980	155060304	chrX:155025980	ENSG00000165775
GPC4	525.337276977751	-0.0221888888701452	0.124003912889795	-0.178937005720658	0.857987165325998	0.958890826891982	ENSG00000076716	GPC4	protein_coding	chrX	133300103	133415490	chrX:133300103	GPC4	protein_coding	chrX	133300103	133415489	chrX:133300103	ENSG00000076716
LINC00632	40.4468253785502	-0.0412018026813458	0.230375282536476	-0.17884645534758	0.858058267209394	0.958890826891982	ENSG00000203930	LINC00632	lincRNA	chrX	140709767	140772679	chrX:140709767	LINC00632	lncRNA	chrX	140709562	140793215	chrX:140709562	ENSG00000203930
MRPL10	791.344310108762	-0.0150974800748528	0.0841786406506035	-0.179350485564589	0.85766250770022	0.958890826891982	ENSG00000159111	MRPL10	protein_coding	chr17	47823272	47831534	chr17:47823272	MRPL10	protein_coding	chr17	47823272	47831541	chr17:47823272	ENSG00000159111
MYBL1	1246.97277352819	0.0125377436940064	0.0701373467234945	0.178759880145374	0.858126248789423	0.958890826891982	ENSG00000185697	MYBL1	protein_coding	chr8	66562175	66614247	chr8:66562175	MYBL1	protein_coding	chr8	66562175	66614247	chr8:66562175	ENSG00000185697
PANK2	1233.38521285791	-0.0100804004229915	0.0562912770040597	-0.179075710474014	0.857878253937074	0.958890826891982	ENSG00000125779	PANK2	protein_coding	chr20	3888839	3929882	chr20:3888839	PANK2	protein_coding	chr20	3888839	3929887	chr20:3888839	ENSG00000125779
PLPP4	854.147499506625	-0.0142516602191114	0.0796932422732393	-0.178831476955695	0.85807002863995	0.958890826891982	ENSG00000203805	PLPP4	protein_coding	chr10	120456954	120589855	chr10:120456954	PLPP4	protein_coding	chr10	120457227	120592065	chr10:120457227	ENSG00000203805
SERAC1	410.163791053574	-0.0146258222023558	0.0815601107703732	-0.179325678499062	0.857681985124904	0.958890826891982	ENSG00000122335	SERAC1	protein_coding	chr6	158109515	158168270	chr6:158109515	SERAC1	protein_coding	chr6	158109519	158168280	chr6:158109519	ENSG00000122335
SULF2	349.763643223827	0.0479845884217561	0.267467758175224	0.179403262468445	0.857621069868062	0.958890826891982	ENSG00000196562	SULF2	protein_coding	chr20	47656348	47786616	chr20:47656348	SULF2	protein_coding	chr20	47656197	47786616	chr20:47656197	ENSG00000196562
ZNF670	67.4799457099052	0.0282710358231678	0.158249688340174	0.17864828752393	0.858213876388277	0.958916005239359	ENSG00000277462	ZNF670	protein_coding	chr1	247036784	247078755	chr1:247036784	ZNF670	protein_coding	chr1	247034637	247078811	chr1:247034637	ENSG00000277462
EPM2A	193.759725494054	-0.0169650329309286	0.0954271382647017	-0.17777996112458	0.858895785348809	0.959241686510456	ENSG00000112425	EPM2A	protein_coding	chr6	145501583	145736024	chr6:145501583	EPM2A	protein_coding	chr6	145382535	145736023	chr6:145382535	ENSG00000112425
KAT5	871.88456811409	-0.00983933358255447	0.0553682261081173	-0.177707220804605	0.85895291413314	0.959241686510456	ENSG00000172977	KAT5	protein_coding	chr11	65711996	65719604	chr11:65711996	KAT5	protein_coding	chr11	65711996	65719604	chr11:65711996	ENSG00000172977
PTCD3	1245.67742821668	-0.0411130600653437	0.231433044960725	-0.177645591070716	0.859001317464527	0.959241686510456	ENSG00000132300	PTCD3	protein_coding	chr2	86106182	86142157	chr2:86106182	PTCD3	protein_coding	chr2	86106223	86142157	chr2:86106223	ENSG00000132300
SCNM1	874.701952343232	0.0105423860342103	0.0593556727716761	0.177613790593593	0.859026293425154	0.959241686510456	ENSG00000163156	SCNM1	protein_coding	chr1	151156664	151170297	chr1:151156664	SCNM1	protein_coding	chr1	151156664	151170296	chr1:151156664	ENSG00000163156
FAAP20	702.066423269036	0.0154306003444966	0.0871914485820449	0.176973781207188	0.859528984054596	0.959480512094768	ENSG00000162585	FAAP20	protein_coding	chr1	2184461	2212720	chr1:2184461	FAAP20	protein_coding	chr1	2184461	2212720	chr1:2184461	ENSG00000162585
LTBP3	2858.31104300291	-0.0368632047740076	0.208251739040542	-0.177012710404455	0.859498405776698	0.959480512094768	ENSG00000168056	LTBP3	protein_coding	chr11	65538560	65558930	chr11:65538560	LTBP3	protein_coding	chr11	65538559	65558930	chr11:65538559	ENSG00000168056
RBM39	3323.86639914573	-0.0105876382280382	0.059819666520539	-0.176992598653202	0.85951420321764	0.959480512094768	ENSG00000131051	RBM39	protein_coding	chr20	35703609	35742312	chr20:35703609	RBM39	protein_coding	chr20	35701347	35742312	chr20:35701347	ENSG00000131051
TRIQK	809.43487286224	0.016475328856144	0.0931194294651745	0.176926866399086	0.8595658351853	0.959480512094768	ENSG00000205133	TRIQK	protein_coding	chr8	92883530	93017673	chr8:92883530	TRIQK	protein_coding	chr8	92883532	93017673	chr8:92883532	ENSG00000205133
ARHGEF19	107.646516219206	0.0292237232225885	0.165576834957588	0.176496447888221	0.859903939053766	0.959606725328682	ENSG00000142632	ARHGEF19	protein_coding	chr1	16197854	16212609	chr1:16197854	ARHGEF19	protein_coding	chr1	16197854	16212652	chr1:16197854	ENSG00000142632
GALNS	996.363916383898	-0.023785186405233	0.134860900703004	-0.176368289706249	0.86000461528676	0.959606725328682	ENSG00000141012	GALNS	protein_coding	chr16	88813734	88856970	chr16:88813734	GALNS	protein_coding	chr16	88813734	88856970	chr16:88813734	ENSG00000141012
PSMB5	4906.33011437661	-0.0127100936226524	0.072009515345656	-0.176505751519673	0.859896630560516	0.959606725328682	ENSG00000100804	PSMB5	protein_coding	chr14	23016543	23035230	chr14:23016543	PSMB5	protein_coding	chr14	23016543	23035230	chr14:23016543	ENSG00000100804
PSMB7	4552.58638390473	-0.0100161809649694	0.0567884229095055	-0.176377163721038	0.859997644122165	0.959606725328682	ENSG00000136930	PSMB7	protein_coding	chr9	124353466	124415444	chr9:124353466	PSMB7	protein_coding	chr9	124353465	124415444	chr9:124353465	ENSG00000136930
C10orf90	45.3229334574703	-0.044830145670289	0.254560210113696	-0.176108220724151	0.86020892266071	0.959733673845097	ENSG00000154493	C10orf90	protein_coding	chr10	126424997	126670446	chr10:126424997	C10orf90	protein_coding	chr10	126424997	126798708	chr10:126424997	ENSG00000154493
POLA1	461.334589342938	0.0121323041307299	0.0689109923135006	0.176057603053164	0.860248688442785	0.959733673845097	ENSG00000101868	POLA1	protein_coding	chrX	24693919	24996986	chrX:24693919	POLA1	protein_coding	chrX	24693873	24996986	chrX:24693873	ENSG00000101868
ARHGAP28	15.5471149083392	0.0597949242504463	0.339958527988903	0.175888878576384	0.860381242749714	0.959736187107833	ENSG00000088756	ARHGAP28	protein_coding	chr18	6729718	6915716	chr18:6729718	ARHGAP28	protein_coding	chr18	6729716	6915716	chr18:6729716	ENSG00000088756
RIOK3	3715.87663017364	0.00851756102857313	0.0484200926343996	0.175909639266611	0.860364932402931	0.959736187107833	ENSG00000101782	RIOK3	protein_coding	chr18	23452823	23486603	chr18:23452823	RIOK3	protein_coding	chr18	23453287	23486603	chr18:23453287	ENSG00000101782
ANKS1A	757.514955592666	0.00941247662440516	0.0535581284288611	0.175743195300548	0.860495698458893	0.959769790344064	ENSG00000064999	ANKS1A	protein_coding	chr6	34889265	35091413	chr6:34889265	ANKS1A	protein_coding	chr6	34889255	35091406	chr6:34889255	ENSG00000064999
FILIP1L	2508.12831054314	-0.0229626999761565	0.130704056046876	-0.175684677818423	0.860541673400611	0.959769790344064	ENSG00000168386	FILIP1L	protein_coding	chr3	99830141	100114513	chr3:99830141	FILIP1L	protein_coding	chr3	99828811	100114513	chr3:99828811	ENSG00000168386
