Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
SUMO1	SUMO1	8766.1508868388	-0.032380200585594	0.0145480866835908	-2.22573602218886	0.0260318684108092	0.133199738947616	ENSG00000116030	protein_coding	chr2	202206180	202238608	chr2:202206180	SUMO1	protein_coding	chr2	202206182	202238599	chr2:202206182	ENSG00000116030
SUMO2	SUMO2	18087.7905047896	-0.000771157397415402	0.0184757219759102	-0.041738958749265	0.966706796417905	0.988464175299668	ENSG00000188612	protein_coding	chr17	75165586	75182983	chr17:75165586	SUMO2	protein_coding	chr17	75165586	75182959	chr17:75165586	ENSG00000188612
SUMO3	SUMO3	6323.34204871272	-0.0643828117270647	0.0183798693917275	-3.50289821733132	0.000460225286190546	0.00704608280028138	ENSG00000184900	protein_coding	chr21	44805617	44818779	chr21:44805617	SUMO3	protein_coding	chr21	44805617	44818779	chr21:44805617	ENSG00000184900
SUN1	SUN1	3998.18035757684	-0.0332405817408526	0.0264178101395398	-1.25826408643542	0.208296264772423	0.479166676218749	ENSG00000164828	protein_coding	chr7	816615	896435	chr7:816615	SUN1	protein_coding	chr7	816615	896435	chr7:816615	ENSG00000164828
SUN2	SUN2	6171.47730451653	0.0852833936740342	0.0234714939524092	3.63348808759062	0.000279615362265297	0.00477604101283981	ENSG00000100242	protein_coding	chr22	38734725	38794143	chr22:38734725	SUN2	protein_coding	chr22	38733290	38794143	chr22:38733290	ENSG00000100242
SUOX	SUOX	767.815468492367	-0.110508570718718	0.0261729100459214	-4.22225004880337	2.41875560438657e-05	0.000694142035579548	ENSG00000139531	protein_coding	chr12	55997180	56006641	chr12:55997180	SUOX	protein_coding	chr12	55997180	56006641	chr12:55997180	ENSG00000139531
SUPT16H	SUPT16H	19821.2781799535	-0.00468324523440995	0.0189349556027877	-0.247333309496668	0.804650282153843	0.921002800970906	ENSG00000092201	protein_coding	chr14	21351472	21384266	chr14:21351472	SUPT16H	protein_coding	chr14	21351476	21384019	chr14:21351476	ENSG00000092201
SUPT20H	SUPT20H	3679.57617466466	-0.0322393702192937	0.0141565893591035	-2.27734021249701	0.0227659173692359	0.121228302914854	ENSG00000102710	protein_coding	chr13	37009312	37059713	chr13:37009312	SUPT20H	protein_coding	chr13	37009312	37059713	chr13:37009312	ENSG00000102710
SUPT3H	SUPT3H	155.773990944146	-0.427682515763635	0.0834803151296028	-5.12315406452	3.00466644422493e-07	1.8390214184914e-05	ENSG00000196284	protein_coding	chr6	44809317	45377953	chr6:44809317	SUPT3H	protein_coding	chr6	44809317	45377953	chr6:44809317	ENSG00000196284
SUPT4H1	SUPT4H1	3227.07635093971	-0.0508859566690944	0.0213063931743432	-2.38829520570241	0.0169267392421988	0.0988216454556354	ENSG00000213246	protein_coding	chr17	58345175	58353093	chr17:58345175	SUPT4H1	protein_coding	chr17	58345175	58353093	chr17:58345175	ENSG00000213246
SUPT5H	SUPT5H	10326.8270247291	-0.0222207690483599	0.0157319987737133	-1.41245682560621	0.157815494584772	0.410474313005995	ENSG00000196235	protein_coding	chr19	39436156	39476670	chr19:39436156	SUPT5H	protein_coding	chr19	39436156	39476670	chr19:39436156	ENSG00000196235
SUPT6H	SUPT6H	10513.512678223	-0.00244197263538795	0.0150991936476192	-0.16172867852271	0.871519519644365	0.951425890787544	ENSG00000109111	protein_coding	chr17	28662091	28702684	chr17:28662091	SUPT6H	protein_coding	chr17	28662198	28702679	chr17:28662198	ENSG00000109111
SUPT7L	SUPT7L	2319.3653171342	-0.0301188206569198	0.0138346354036669	-2.17705922694117	0.0294761486932484	0.144024443489317	ENSG00000119760	protein_coding	chr2	27650812	27663840	chr2:27650812	SUPT7L	protein_coding	chr2	27650809	27663840	chr2:27650809	ENSG00000119760
SUPV3L1	SUPV3L1	2845.27317559362	-0.0488370060286548	0.0148510778169233	-3.28844859818885	0.00100741178414217	0.012843320055938	ENSG00000156502	protein_coding	chr10	69180232	69209099	chr10:69180232	SUPV3L1	protein_coding	chr10	69180234	69209099	chr10:69180234	ENSG00000156502
SURF1	SURF1	1598.90725472499	-0.0373343990146648	0.0252971170362062	-1.47583611844901	0.139987892049866	0.382961683707615	ENSG00000148290	protein_coding	chr9	133351755	133356676	chr9:133351755	SURF1	protein_coding	chr9	133351758	133356676	chr9:133351758	ENSG00000148290
SURF2	SURF2	611.436973615307	-0.131846652387876	0.0270093883599698	-4.88151196282861	1.05275535543764e-06	5.30393744445121e-05	ENSG00000148291	protein_coding	chr9	133356552	133361169	chr9:133356552	SURF2	protein_coding	chr9	133356550	133361158	chr9:133356550	ENSG00000148291
SURF4	SURF4	11364.9288728042	0.0353849488613517	0.0253923137106231	1.39352991872293	0.163459604194418	0.418588289882657	ENSG00000148248	protein_coding	chr9	133361449	133376166	chr9:133361449	SURF4	protein_coding	chr9	133361450	133376166	chr9:133361450	ENSG00000148248
SURF6	SURF6	3366.20247963715	0.037953172917008	0.022920740318884	1.65584411275491	0.0977533918323435	0.310686773153124	ENSG00000148296	protein_coding	chr9	133328774	133336398	chr9:133328774	SURF6	protein_coding	chr9	133328776	133336188	chr9:133328776	ENSG00000148296
SUSD1	SUSD1	1198.90603871426	-0.115384899163349	0.0413104674505053	-2.79311531155132	0.00522030792156101	0.0438886580080311	ENSG00000106868	protein_coding	chr9	112040785	112175408	chr9:112040785	SUSD1	protein_coding	chr9	112040783	112175297	chr9:112040783	ENSG00000106868
SUSD3	SUSD3	1716.25836582634	0.0995977579897654	0.0435834361167198	2.28522041545864	0.0222999067001279	0.119592206127278	ENSG00000157303	protein_coding	chr9	93058688	93085138	chr9:93058688	SUSD3	protein_coding	chr9	93058688	93085133	chr9:93058688	ENSG00000157303
SUSD6	SUSD6	4675.02097441286	-0.0561576186027257	0.0323006983596984	-1.7385883728382	0.0821071931742803	0.278390864593653	ENSG00000100647	protein_coding	chr14	69611596	69715142	chr14:69611596	SUSD6	protein_coding	chr14	69611596	69715144	chr14:69611596	ENSG00000100647
SUV39H1	SUV39H1	1541.81888747621	0.0338454220117511	0.0242234457300895	1.39721748874519	0.162348179158597	0.417013866909921	ENSG00000101945	protein_coding	chrX	48695554	48709012	chrX:48695554	SUV39H1	protein_coding	chrX	48695554	48709016	chrX:48695554	ENSG00000101945
SUV39H2	SUV39H2	2318.67322456873	0.0218925420498315	0.0256514538396869	0.853462037148173	0.393403131368316	0.669393057227244	ENSG00000152455	protein_coding	chr10	14878820	14904315	chr10:14878820	SUV39H2	protein_coding	chr10	14878820	14904315	chr10:14878820	ENSG00000152455
SUZ12	SUZ12	8219.85857553961	0.000882240860334498	0.0243319649576455	0.0362585126959623	0.971076230243399	0.990146912525369	ENSG00000178691	protein_coding	chr17	31937018	32001045	chr17:31937018	SUZ12	protein_coding	chr17	31937007	32001038	chr17:31937007	ENSG00000178691
SV2A	SV2A	506.004909090977	-0.314144161962485	0.0821273937170716	-3.82508378440341	0.000130727619897887	0.00269029926395001	ENSG00000159164	protein_coding	chr1	149903318	149917882	chr1:149903318	SV2A	protein_coding	chr1	149903318	149917844	chr1:149903318	ENSG00000159164
SVBP	SVBP	559.755202241869	0.0163835633249463	0.0298541851666576	0.548786149529352	0.583152216471266	0.805998960063503	ENSG00000177868	protein_coding	chr1	42807052	42817252	chr1:42807052	SVBP	protein_coding	chr1	42807052	42817397	chr1:42807052	ENSG00000177868
SVIP	SVIP	2474.2115155513	0.00649084640305206	0.0314518908353307	0.206373805537972	0.836498930567725	0.934879732266211	ENSG00000198168	protein_coding	chr11	22813799	22830299	chr11:22813799	SVIP	protein_coding	chr11	22813799	22830299	chr11:22813799	ENSG00000198168
SWAP70	SWAP70	16450.4160452475	0.014202433384133	0.0416305099248961	0.341154442012721	0.732987318081154	0.888705065988496	ENSG00000133789	protein_coding	chr11	9664077	9752991	chr11:9664077	SWAP70	protein_coding	chr11	9664077	9752993	chr11:9664077	ENSG00000133789
SWI5	SWI5	684.094052409002	-0.0408471520304861	0.0223724723389723	-1.82577729504358	0.0678838146920782	0.246772723478445	ENSG00000175854	protein_coding	chr9	128275379	128288990	chr9:128275379	SWI5	protein_coding	chr9	128275379	128316123	chr9:128275379	ENSG00000175854
SWSAP1	SWSAP1	131.304435396033	0.0506974502869055	0.0261834632879946	1.93623928696059	0.0528384008211865	0.210348482988177	ENSG00000173928	protein_coding	chr19	11374685	11376951	chr19:11374685	SWSAP1	protein_coding	chr19	11374666	11376951	chr19:11374666	ENSG00000173928
SWT1	SWT1	588.301817917758	-0.0926806027890117	0.0340657704885202	-2.72063721031186	0.00651562252626671	0.0512027806035852	ENSG00000116668	protein_coding	chr1	185157080	185291765	chr1:185157080	SWT1	protein_coding	chr1	185157080	185291781	chr1:185157080	ENSG00000116668
SYAP1	SYAP1	4368.82284331154	0.124241382957281	0.0262935198589541	4.72517120658427	2.2992156379272e-06	0.000102545017451553	ENSG00000169895	protein_coding	chrX	16719632	16765336	chrX:16719632	SYAP1	protein_coding	chrX	16719612	16765340	chrX:16719612	ENSG00000169895
SYCE2	SYCE2	120.603922317581	0.0888994886123541	0.0374747373885755	2.37225114323165	0.0176800686676664	0.101524495322858	ENSG00000161860	protein_coding	chr19	12898786	12919276	chr19:12898786	SYCE2	protein_coding	chr19	12898786	12919293	chr19:12898786	ENSG00000161860
SYCE3	SYCE3	13.7884414677912	0.0651475296504856	0.112078931153772	0.581264729952711	0.56106204761248	0.790975959547369	ENSG00000217442	protein_coding	chr22	50551112	50562905	chr22:50551112	SYCE3	protein_coding	chr22	50551112	50562919	chr22:50551112	ENSG00000217442
SYF2	SYF2	4184.42393130186	-0.0386739852993207	0.0277590919291222	-1.3932006636985	0.163559119139525	0.418724888991242	ENSG00000117614	protein_coding	chr1	25222679	25232502	chr1:25222679	SYF2	protein_coding	chr1	25222276	25232502	chr1:25222276	ENSG00000117614
SYK	SYK	9604.52747039533	-0.0352420709697417	0.0493189317966101	-0.714574904320293	0.474871756327909	0.732483344116497	ENSG00000165025	protein_coding	chr9	90801787	90898549	chr9:90801787	SYK	protein_coding	chr9	90801787	90898549	chr9:90801787	ENSG00000165025
SYMPK	SYMPK	7820.15956001806	0.0263434365292481	0.0136284986999374	1.93296687399392	0.0532402786900649	0.211114272269626	ENSG00000125755	protein_coding	chr19	45815410	45863290	chr19:45815410	SYMPK	protein_coding	chr19	45815410	45863194	chr19:45815410	ENSG00000125755
SYNCRIP	SYNCRIP	22957.4596987502	0.0176709226359294	0.0253740402319542	0.696417380692726	0.486167481419247	0.740929058877676	ENSG00000135316	protein_coding	chr6	85607785	85643792	chr6:85607785	SYNCRIP	protein_coding	chr6	85607779	85644063	chr6:85607779	ENSG00000135316
SYNE1	SYNE1	2282.86350089518	0.162120591229898	0.0469753900267771	3.45118137683339	0.00055813834379872	0.00821239144477446	ENSG00000131018	protein_coding	chr6	152121684	152637801	chr6:152121684	SYNE1	protein_coding	chr6	152121687	152637801	chr6:152121687	ENSG00000131018
SYNE2	SYNE2	9248.58120586459	0.122005045072297	0.0508064661490695	2.4013684540532	0.0163338806366424	0.0966883282420568	ENSG00000054654	protein_coding	chr14	63852983	64226433	chr14:63852983	SYNE2	protein_coding	chr14	63761899	64226433	chr14:63761899	ENSG00000054654
SYNE3	SYNE3	3684.93386642885	0.0210808259288636	0.0346897609958595	0.607695911522129	0.543389175173276	0.780348661301849	ENSG00000176438	protein_coding	chr14	95407266	95475836	chr14:95407266	SYNE3	protein_coding	chr14	95407266	95516650	chr14:95407266	ENSG00000176438
SYNGAP1	SYNGAP1	1151.99870163429	0.0438076030752375	0.0420701067589981	1.04130002156146	0.297736326717072	0.579953784253216	ENSG00000197283	protein_coding	chr6	33420070	33457541	chr6:33420070	SYNGAP1	protein_coding	chr6	33419661	33453689	chr6:33419661	ENSG00000197283
SYNGR1	SYNGR1	236.409290334203	0.202517767433494	0.174499444488754	1.16056396641736	0.245819266352553	0.523216942605818	ENSG00000100321	protein_coding	chr22	39349925	39385588	chr22:39349925	SYNGR1	protein_coding	chr22	39349925	39385575	chr22:39349925	ENSG00000100321
SYNGR2	SYNGR2	30193.3161696518	-0.0685348262275151	0.0300868584120017	-2.27789905110786	0.0227325928370088	0.121172202336141	ENSG00000108639	protein_coding	chr17	78168558	78173527	chr17:78168558	SYNGR2	protein_coding	chr17	78168581	78173527	chr17:78168581	ENSG00000108639
SYNGR3	SYNGR3	612.422624044704	-0.0393277235770474	0.0606822874124738	-0.648092305910065	0.51692525010796	0.762578264528639	ENSG00000127561	protein_coding	chr16	1989660	1994275	chr16:1989660	SYNGR3	protein_coding	chr16	1989660	1994275	chr16:1989660	ENSG00000127561
SYNJ1	SYNJ1	710.020555518185	-0.0949437734773366	0.0281009667293261	-3.37866573744075	0.000728385123407556	0.00996803101983198	ENSG00000159082	protein_coding	chr21	32628759	32728048	chr21:32628759	SYNJ1	protein_coding	chr21	32628759	32728040	chr21:32628759	ENSG00000159082
SYNJ2	SYNJ2	809.742047292743	0.0575038524482167	0.0808043521760153	0.711643010551668	0.476685866039592	0.734022847604321	ENSG00000078269	protein_coding	chr6	157981887	158099176	chr6:157981887	SYNJ2	protein_coding	chr6	157981863	158099176	chr6:157981863	ENSG00000078269
SYNJ2BP	SYNJ2BP	1263.41390393544	-0.0144082116268127	0.029921651017841	-0.481531303811468	0.630138936896596	0.834685176909255	ENSG00000213463	protein_coding	chr14	70366496	70417061	chr14:70366496	SYNJ2BP	protein_coding	chr14	70366499	70417090	chr14:70366499	ENSG00000213463
SYNJ2BP-COX16	SYNJ2BP-COX16	132.581985152139	-0.138632955444565	0.0580930310959627	-2.38639562834242	0.0170144361800089	0.0990784997245979	ENSG00000258644	protein_coding	chr14	70326064	70417074	chr14:70326064	SYNJ2BP-COX16	protein_coding	chr14	70326064	70417074	chr14:70326064	ENSG00000258644
SYNPO	SYNPO	5846.36279166205	-0.00526691208019557	0.0576330905971868	-0.0913869449932408	0.927185134726883	0.974857078653378	ENSG00000171992	protein_coding	chr5	150601080	150659220	chr5:150601080	SYNPO	protein_coding	chr5	150601080	150659207	chr5:150601080	ENSG00000171992
SYNRG	SYNRG	5238.81446491385	0.0323622812316979	0.0227746776076548	1.420976480511	0.155323597027394	0.407004537683749	ENSG00000275066	protein_coding	chr17	37514797	37609496	chr17:37514797	SYNRG	protein_coding	chr17	37514807	37609472	chr17:37514807	ENSG00000275066
SYPL1	SYPL1	3648.41939901197	-0.00543646282510584	0.0317764276816809	-0.171084770118447	0.864157110999114	0.948070746102182	ENSG00000008282	protein_coding	chr7	106090503	106112576	chr7:106090503	SYPL1	protein_coding	chr7	106090505	106112576	chr7:106090505	ENSG00000008282
SYS1	SYS1	1790.4547042795	-0.015873747250798	0.0452575244533072	-0.350742720520985	0.725781372730144	0.885047280609149	ENSG00000204070	protein_coding	chr20	45361937	45376798	chr20:45361937	SYS1	protein_coding	chr20	45361937	45376798	chr20:45361937	ENSG00000204070
SYT11	SYT11	4546.51512661609	0.0511188565895922	0.0362474089140639	1.41027615824309	0.158458155601742	0.411199216072205	ENSG00000132718	protein_coding	chr1	155859509	155885199	chr1:155859509	SYT11	protein_coding	chr1	155859567	155885199	chr1:155859567	ENSG00000132718
SYT17	SYT17	236.180904328591	0.0332604180380534	0.0787139381090988	0.422548011661593	0.672625064250612	0.858967212636226	ENSG00000103528	protein_coding	chr16	19167971	19268334	chr16:19167971	SYT17	protein_coding	chr16	19167971	19268332	chr16:19167971	ENSG00000103528
SYTL1	SYTL1	768.310206100854	0.180326070616858	0.0560276008267229	3.2185220847588	0.00128853047742666	0.0154566843778085	ENSG00000142765	protein_coding	chr1	27342020	27353937	chr1:27342020	SYTL1	protein_coding	chr1	27342020	27353937	chr1:27342020	ENSG00000142765
SYTL3	SYTL3	1842.94128177939	0.0722703542888643	0.0615745959033503	1.1737040776086	0.240513576427423	0.517584622297156	ENSG00000164674	protein_coding	chr6	158650014	158764876	chr6:158650014	SYTL3	protein_coding	chr6	158650014	158764876	chr6:158650014	ENSG00000164674
SYVN1	SYVN1	5874.21054980642	0.112697152415237	0.0380152568216165	2.96452429465516	0.00303151305026024	0.0291481038135947	ENSG00000162298	protein_coding	chr11	65121780	65134533	chr11:65121780	SYVN1	protein_coding	chr11	65121780	65134532	chr11:65121780	ENSG00000162298
SZRD1	SZRD1	17553.9148209498	-0.00521554670019369	0.0198053975600587	-0.263339662048078	0.792288792268349	0.91523818155309	ENSG00000055070	protein_coding	chr1	16352575	16398145	chr1:16352575	SZRD1	protein_coding	chr1	16352575	16398145	chr1:16352575	ENSG00000055070
SZT2	SZT2	2273.29460401153	0.104784908309274	0.0289143030704696	3.62398180768507	0.000290102019449282	0.00492052091093339	ENSG00000198198	protein_coding	chr1	43389882	43452650	chr1:43389882	SZT2	protein_coding	chr1	43389882	43454247	chr1:43389882	ENSG00000198198
TAB1	TAB1	1610.6101378558	0.01681773739034	0.0162967594196743	1.03196819424337	0.302087017490332	0.584203824128658	ENSG00000100324	protein_coding	chr22	39399741	39437060	chr22:39399741	TAB1	protein_coding	chr22	39399778	39437060	chr22:39399778	ENSG00000100324
TAB2	TAB2	7061.24222875719	0.0328206777531696	0.0245845404872872	1.33501286184875	0.181872136911973	0.444805228049905	ENSG00000055208	protein_coding	chr6	149218641	149411613	chr6:149218641	TAB2	protein_coding	chr6	149218641	149411613	chr6:149218641	ENSG00000055208
TAB3	TAB3	3333.96007573294	-0.0192649289761336	0.0233311838564863	-0.825715878569866	0.408965282758982	0.68231650469773	ENSG00000157625	protein_coding	chrX	30827442	30975084	chrX:30827442	TAB3	protein_coding	chrX	30827442	30975084	chrX:30827442	ENSG00000157625
TAB3-AS1	TAB3-AS1	11.6028933447457	0.13193208221619	0.0746470965806086	1.76741076692409	0.0771594610809009	0.267414363725377	ENSG00000231542	antisense	chrX	30834623	30835300	chrX:30834623	TAB3-AS1	lncRNA	chrX	30834623	30835300	chrX:30834623	ENSG00000231542
TACC1	TACC1	28075.8811075165	-0.0184941475960101	0.0309769536082767	-0.597029256972145	0.550487847451538	0.785104593605169	ENSG00000147526	protein_coding	chr8	38728186	38853028	chr8:38728186	TACC1	protein_coding	chr8	38728186	38853028	chr8:38728186	ENSG00000147526
TACC3	TACC3	7506.85668499312	0.0266463357620268	0.0270181819380429	0.986237187355211	0.324016734793878	0.60577235340862	ENSG00000013810	protein_coding	chr4	1721490	1745176	chr4:1721490	TACC3	protein_coding	chr4	1712858	1745171	chr4:1712858	ENSG00000013810
TACO1	TACO1	1715.80308753931	-0.0327700337328198	0.0205872953518738	-1.59176002348639	0.111438635728479	0.33559879606254	ENSG00000136463	protein_coding	chr17	63600872	63608365	chr17:63600872	TACO1	protein_coding	chr17	63600882	63608365	chr17:63600882	ENSG00000136463
TADA1	TADA1	1709.39966748326	0.0310792302477099	0.0163691942668772	1.89864142003606	0.0576116385461474	0.222473384538292	ENSG00000152382	protein_coding	chr1	166856510	166876327	chr1:166856510	TADA1	protein_coding	chr1	166856510	166876264	chr1:166856510	ENSG00000152382
TADA2A	TADA2A	1479.97832762473	0.0158396466717111	0.0219227194945464	0.722521978883661	0.469973617389124	0.729051330521639	ENSG00000276234	protein_coding	chr17	37406874	37479730	chr17:37406874	TADA2A	protein_coding	chr17	37406886	37479725	chr17:37406886	ENSG00000276234
TADA2B	TADA2B	1390.97810569253	0.0183579049278825	0.0236299581984752	0.776891130051476	0.437223004832425	0.705343497417211	ENSG00000173011	protein_coding	chr4	7041899	7057952	chr4:7041899	TADA2B	protein_coding	chr4	7041899	7057952	chr4:7041899	ENSG00000173011
TADA3	TADA3	4290.95458277462	-0.0177452574153819	0.0177520888185964	-0.999615177499147	0.317496775254646	0.599681869210625	ENSG00000171148	protein_coding	chr3	9779860	9793011	chr3:9779860	TADA3	protein_coding	chr3	9779967	9793011	chr3:9779967	ENSG00000171148
TAF1	TAF1	3854.76427958395	0.0252249796012817	0.0211390515593627	1.19328814400424	0.23275654413577	0.509450509342198	ENSG00000147133	protein_coding	chrX	71366239	71532374	chrX:71366239	TAF1	protein_coding	chrX	71366222	71532374	chrX:71366222	ENSG00000147133
TAF10	TAF10	3255.54204066326	-0.0632390852279641	0.0258724571093368	-2.44426282980067	0.014514848012109	0.0893822895014569	ENSG00000166337	protein_coding	chr11	6606296	6612667	chr11:6606296	TAF10	protein_coding	chr11	6606294	6612539	chr11:6606294	ENSG00000166337
TAF11	TAF11	2512.4480263235	-0.0270949122666628	0.0177878264366367	-1.5232278301781	0.127701715691119	0.362959974623129	ENSG00000064995	protein_coding	chr6	34877778	34888089	chr6:34877778	TAF11	protein_coding	chr6	34877462	34889192	chr6:34877462	ENSG00000064995
TAF12	TAF12	1131.0630606799	-0.0565835083088111	0.0219481895723271	-2.5780490059259	0.00993599056443478	0.0688358949060384	ENSG00000120656	protein_coding	chr1	28589323	28643085	chr1:28589323	TAF12	protein_coding	chr1	28587829	28648291	chr1:28587829	ENSG00000120656
TAF13	TAF13	791.832166024197	-0.0718835891892718	0.0324444580387483	-2.2155891494141	0.0267196526538361	0.135546311784498	ENSG00000197780	protein_coding	chr1	109062486	109076002	chr1:109062486	TAF13	protein_coding	chr1	109062496	109076012	chr1:109062496	ENSG00000197780
TAF15	TAF15	11003.9531883149	0.0309690394913348	0.0197664263042363	1.5667495486879	0.117173244180483	0.345038995689384	ENSG00000270647	protein_coding	chr17	35713791	35864615	chr17:35713791	TAF15	protein_coding	chr17	35809482	35864615	chr17:35809482	ENSG00000270647
TAF1A	TAF1A	581.075983829929	0.0225745528659431	0.026938214067757	0.838012230846554	0.402023834332736	0.677041514747473	ENSG00000143498	protein_coding	chr1	222557902	222589933	chr1:222557902	TAF1A	protein_coding	chr1	222557902	222589933	chr1:222557902	ENSG00000143498
TAF1A-AS1	TAF1A-AS1	69.802595193736	0.0504230159572173	0.0431609781186323	1.16825470958106	0.242704038207816	0.519839872735148	ENSG00000225265	antisense	chr1	222589825	222593032	chr1:222589825	TAF1A-AS1	lncRNA	chr1	222589825	222593843	chr1:222589825	ENSG00000225265
TAF1B	TAF1B	1000.44207506557	-0.0107848989057161	0.0326531475172329	-0.330286656133971	0.741183374603342	0.892240481834447	ENSG00000115750	protein_coding	chr2	9843354	9934416	chr2:9843354	TAF1B	protein_coding	chr2	9843443	9934416	chr2:9843443	ENSG00000115750
TAF1C	TAF1C	1147.950779539	0.052869107025784	0.026971537885831	1.96018140491565	0.0499745911163485	0.202854289121637	ENSG00000103168	protein_coding	chr16	84177847	84187070	chr16:84177847	TAF1C	protein_coding	chr16	84177847	84187070	chr16:84177847	ENSG00000103168
TAF1D	TAF1D	8059.39300627557	-0.0307150078383317	0.0254605313664349	-1.20637732953303	0.227672033213356	0.503090101982015	ENSG00000166012	protein_coding	chr11	93729948	93784391	chr11:93729948	TAF1D	protein_coding	chr11	93729948	93784391	chr11:93729948	ENSG00000166012
TAF2	TAF2	3796.10786490398	0.00472566433274104	0.0207333616391358	0.227925621276049	0.81970406400983	0.927502444079664	ENSG00000064313	protein_coding	chr8	119730775	119832863	chr8:119730775	TAF2	protein_coding	chr8	119730774	119832863	chr8:119730774	ENSG00000064313
TAF3	TAF3	1483.40821906109	-0.056714376760138	0.0170106317522047	-3.33405470098355	0.000855898239284666	0.0113146586481918	ENSG00000165632	protein_coding	chr10	7818504	8016627	chr10:7818504	TAF3	protein_coding	chr10	7818497	8016631	chr10:7818497	ENSG00000165632
TAF4	TAF4	1657.8513874342	0.0384593987240883	0.0176100314003017	2.18394833318862	0.0289660448379583	0.142556117196363	ENSG00000130699	protein_coding	chr20	61953469	62065810	chr20:61953469	TAF4	protein_coding	chr20	61953469	62065881	chr20:61953469	ENSG00000130699
TAF4B	TAF4B	2846.72812225278	-0.00454029201430459	0.0313159263222605	-0.144983481171278	0.884723914093917	0.956836335870817	ENSG00000141384	protein_coding	chr18	26225936	26391685	chr18:26225936	TAF4B	protein_coding	chr18	26226445	26391685	chr18:26226445	ENSG00000141384
TAF5	TAF5	1172.93318445212	-0.0289058035736796	0.0238917012547861	-1.20986794809721	0.226329567933198	0.501372828417861	ENSG00000148835	protein_coding	chr10	103367967	103389065	chr10:103367967	TAF5	protein_coding	chr10	103367966	103389065	chr10:103367966	ENSG00000148835
TAF5L	TAF5L	2186.07538130638	0.0116545572034699	0.016594325028729	0.702321859026682	0.482478464240743	0.738424496503598	ENSG00000135801	protein_coding	chr1	229593111	229626047	chr1:229593111	TAF5L	protein_coding	chr1	229593134	229626122	chr1:229593134	ENSG00000135801
TAF6	TAF6	2380.97775239399	-0.0404181838080871	0.0207064086176531	-1.95196494739454	0.0509423663838794	0.205659299575579	ENSG00000106290	protein_coding	chr7	100107070	100119841	chr7:100107070	TAF6	protein_coding	chr7	100106876	100119841	chr7:100106876	ENSG00000106290
TAF6L	TAF6L	753.737350467208	0.029082309317845	0.0231631796575009	1.25554046326396	0.209282628800736	0.480415209840728	ENSG00000162227	protein_coding	chr11	62771303	62787342	chr11:62771303	TAF6L	protein_coding	chr11	62771357	62787342	chr11:62771357	ENSG00000162227
TAF7	TAF7	5990.22869388061	0.00890650685401966	0.0253306379983434	0.351610048456029	0.725130728275923	0.884501277007459	ENSG00000178913	protein_coding	chr5	141260225	141320821	chr5:141260225	TAF7	protein_coding	chr5	141259884	141320784	chr5:141259884	ENSG00000178913
TAF8	TAF8	1374.3312639182	-0.0794925340111768	0.0270392472965945	-2.93989448519851	0.00328324032703356	0.0309400195141237	ENSG00000137413	protein_coding	chr6	42050513	42087461	chr6:42050513	TAF8	protein_coding	chr6	42050513	42087461	chr6:42050513	ENSG00000137413
TAF9	TAF9	4142.47918476875	-0.0477369412327413	0.0172351837563072	-2.76973787501813	0.0056101421797847	0.0462513721646129	ENSG00000273841	protein_coding	chr5	69364743	69370013	chr5:69364743	TAF9	protein_coding	chr5	69362026	69370013	chr5:69362026	ENSG00000273841
TAF9B	TAF9B	1563.92065014718	-0.027920814192179	0.0310629525117707	-0.898846115210681	0.368734632963903	0.648635356550882	ENSG00000187325	protein_coding	chrX	78129748	78139706	chrX:78129748	TAF9B	protein_coding	chrX	78129748	78139650	chrX:78129748	ENSG00000187325
TAGAP	TAGAP	641.593625099221	0.00786665181697581	0.100553873567405	0.0782332051256331	0.937642549080777	0.978849815829619	ENSG00000164691	protein_coding	chr6	159034468	159045152	chr6:159034468	TAGAP	protein_coding	chr6	159034468	159045152	chr6:159034468	ENSG00000164691
TAGLN	TAGLN	300.172097042102	-0.0199565070809781	0.124313623578749	-0.160533548186183	0.872460796676576	0.951765779066944	ENSG00000149591	protein_coding	chr11	117199321	117204782	chr11:117199321	TAGLN	protein_coding	chr11	117199370	117207464	chr11:117199370	ENSG00000149591
TAGLN2	TAGLN2	31364.1264313708	-0.000412783825955985	0.0227991739697191	-0.018105209710853	0.985554921885366	0.994769132774848	ENSG00000158710	protein_coding	chr1	159918107	159925732	chr1:159918107	TAGLN2	protein_coding	chr1	159918107	159925507	chr1:159918107	ENSG00000158710
TALDO1	TALDO1	7563.13639085059	-0.0439579071210822	0.0215518852541223	-2.03963164255778	0.0413870279854029	0.179868288078414	ENSG00000177156	protein_coding	chr11	747329	765024	chr11:747329	TALDO1	protein_coding	chr11	747415	765012	chr11:747415	ENSG00000177156
TAMM41	TAMM41	773.164086332888	-0.0318552791946959	0.0244180529517659	-1.30457900380596	0.192036241578258	0.458209234855334	ENSG00000144559	protein_coding	chr3	11790442	11846919	chr3:11790442	TAMM41	protein_coding	chr3	11790442	11846919	chr3:11790442	ENSG00000144559
